label,task_idx,p00,p01,p10,p11,Delta_mean,Delta_peak,Delta_stability,Theta_mean,Theta_peak,Theta_stability,Alpha_mean,Alpha_peak,Alpha_stability,Beta_mean,Beta_peak,Beta_stability,Gamma_mean,Gamma_peak,Gamma_stability
P7,24,0.22,0.07,0.45,0.26,93.81662783371891,376.5356629906485,-121.51017286284832,6.402537579085189,11.213459617219705,-2.7785532005999887,320.0837718149111,490.74054975471626,-102.1534420980988,22.33351021802896,40.98209152190944,-8.573671849655948,2.5708444107206443,5.072596570201844,-1.132093749991163
P7,25,0.21,0.01,0.43,0.35,10.040274300608747,44.54504937815706,-9.6602184026394,8.490483362016546,20.52452803910466,-5.411484359022732,208.26839944358647,447.3408778744406,-101.94011548936089,23.264809688213795,34.486567650818444,-6.520630050126889,2.484537131889991,5.1797055042517535,-1.1692010292581498
P7,26,0.23,0.04,0.37,0.36,79.24035576891744,188.9419031481113,-61.56108068196667,8.734498451138407,19.323010415614853,-5.294031354489098,234.8127440877554,610.9707284720395,-160.46303237320578,19.57165323997858,46.87291757185312,-9.808109700250819,3.4413158381542575,10.477777886383382,-2.4636968518932405
P7,27,0.21,0.08,0.33,0.38,55.87266505013993,140.32098159485435,-35.70113306009996,6.185999847532507,26.27745869322836,-4.941284752134539,99.09088848882138,352.39386911570296,-108.00227836219682,14.023153260856908,36.388027492037104,-8.966386629810287,2.80847990020645,7.239510405721666,-1.6327495041633737
P7,28,0.16,0.08,0.47,0.29,15.514338791677627,33.74621328470256,-8.737748751201318,22.841251107714626,99.4106040948956,-27.564446799027134,257.42869983974583,704.9129058671147,-227.35378952815302,25.844753726266354,62.678711086588635,-15.478313880555868,18.208455028250096,133.5067845188776,-40.51902881847154
P7,29,0.24,0.09,0.37,0.3,28.93492298043957,59.61020920525248,-19.635719362467537,1.2656291656395706,2.7579426451678,-0.8015006758942184,109.20818691015708,344.5796782215118,-132.72319840166844,9.548377624059821,24.20304682712129,-4.41209550425156,2.306855540564804,3.7591647828163515,-0.7141531985671947
P7,30,0.16,0.02,0.44,0.38,9707.400153431596,36338.84677923468,-10716.816625931231,177.26805240527895,1171.005143326925,-331.06228674693074,320.4855353731359,1425.2546453871905,-422.53860829800186,42.71601632637707,265.63540165380033,-78.35748146786487,3.8536389227501755,23.640941253954786,-6.858798317755834
P8,1,0.3,0.07,0.4,0.23,160736.38810062234,628041.7236149609,-177346.79239074962,2521.987599726531,14792.869346165411,-4330.233906889237,64.18244687384926,258.7140026420503,-85.99262253623453,47.36157067520861,309.92665954733343,-86.26821692207649,8.287538486280356,26.951557862263215,-6.650306753947048
P8,2,0.15,0.08,0.42,0.35,54.538020042839086,177.0130995045061,-48.18990154515599,16.96964330977361,49.67906350400871,-13.694395192378417,7.684115838532984,13.635917790337004,-3.820519478505859,10.143248577768944,17.38890367585075,-3.700731731014599,5.145615995165507,10.841588559686304,-1.9608935219683192
P8,3,0.27,0.08,0.3,0.35,115.3697062084657,301.9680553742538,-102.52977358396123,9.094738830588089,26.38002433503096,-6.356855701486397,5.354859859847008,10.876666122491237,-2.713011736086407,19.6919417171813,67.53954917328949,-16.249887898630288,7.326398228970285,13.444918581299401,-2.697972522509606
P8,4,0.21,0.0,0.51,0.28,52.69222360204589,124.83036470363115,-34.52686240939519,10.209757968373163,17.043440724087073,-3.670915417498496,8.301673494394,30.101333378355957,-7.7201902248518035,18.99956974786315,31.548958353500623,-6.706227748080878,8.380360101887627,21.89304609552541,-4.495768944559506
P8,5,0.16,0.05,0.51,0.28,87.81202545837598,203.01174726685076,-48.30375821668803,4.542321359149231,15.042948823904426,-3.4730049022391865,7.746519514928578,18.20625917372584,-4.822332949180457,13.512985061207527,31.46202592399276,-5.886944955485107,5.737978770408448,9.148088009778528,-1.6834902069745186
P8,6,0.23,0.09,0.42,0.26,103.50565108215177,235.3103721237378,-67.68446558448335,10.487346182736562,28.56154467855091,-8.581955484854051,11.203212498687115,20.739301864512175,-6.111994700443759,19.146884482866284,39.80318109376147,-8.08176806333474,6.62875998110881,19.343699319497293,-4.807326286509259
P8,7,0.35,0.05,0.33,0.27,45.81641156281426,145.4681326500409,-40.372920746145624,6.003448672316637,20.647248074569475,-5.436597073817633,4.641670236430665,8.515363714964689,-2.271619640526562,18.00432163822814,38.13964571059495,-9.71597687290986,6.447032216433339,14.396648186094357,-3.231028408378923
P8,8,0.2,0.04,0.35,0.41,19.093064724375107,64.8771245225968,-13.328837734138023,6.036473869024428,22.702389953494674,-6.124127320108972,3.5822590879817784,7.62725876071309,-2.226641207130621,11.70323328257708,32.88391298278014,-7.373001660523408,6.56712781320086,14.34372986933389,-3.3318049189443473
P8,9,0.18,0.08,0.48,0.26,43.74289312515001,142.68882065928506,-39.235782795998844,6.252138169175193,13.393868849367646,-4.024085446405309,4.924430606034718,11.076233335281843,-2.7010668673783544,13.401656114832422,23.35434596604412,-3.921861852400136,5.123479365435188,8.52361924948591,-1.7135163282078958
P8,10,0.21,0.09,0.44,0.26,60.301203939897654,107.1182602512688,-21.698316096738647,17.101932241227086,50.96942760835141,-12.561169630525715,114.82456077586629,410.02446446075464,-111.94111413367327,27.08519425173496,50.084622991632365,-9.477482287887069,8.816001770445432,18.04801696490143,-5.374617626121702
P8,11,0.18,0.11,0.44,0.27,34.545000223672986,147.40562602558614,-38.7347523902712,7.712543253250976,28.860592793778007,-7.236691539789665,17.14863448272469,51.4586592176538,-13.06954869809995,12.18909266991778,29.285633011035024,-6.361981001530448,3.547899474237665,6.175509273937122,-1.3401099466078863
P8,12,0.28,0.07,0.35,0.3,110.83029156360806,491.16209085833276,-101.75566302189142,11.686697493360395,94.34408503603426,-18.764293869332082,8.694785975127154,18.112733452133213,-4.854306098605241,20.279379636175157,44.53289390930406,-8.798777702192988,13.229937769107337,46.88825678460552,-11.947283646392703
P8,13,0.17,0.06,0.42,0.35,140.308772428562,275.37467802258607,-71.9318472416418,7.3624527090660505,22.543093082751128,-5.905517142816713,7.654142545971256,18.654256810863828,-4.417613989729493,15.74999074444991,25.159489008630437,-5.141093575888746,12.655601465589543,30.67494759333281,-7.499227442840279
P8,14,0.2,0.08,0.34,0.38,58.46887260742078,102.30075509755925,-20.3695952379523,4.497725456165387,10.561643485644804,-2.291673142448394,7.782559205277592,17.01917882313926,-4.144241665353176,10.90221182270325,24.061528278468916,-5.5798433906457054,3.438790452776246,10.547309321800057,-2.4192330322130493
P8,15,0.16,0.12,0.38,0.34,37.638676079608146,131.28280384219715,-36.4884217974861,6.832840971328965,27.158301525143603,-7.066444715202327,8.466138244387043,23.239971862431744,-5.1834049256896755,28.256538598696714,74.72981973926434,-19.666914172661066,5.061965676974415,9.0725922049531,-1.654334444405017
P8,16,0.16,0.1,0.4,0.34,132.90144004656813,330.58365892776476,-98.11847221954059,15.935618831297226,35.080312508222406,-9.294566140827763,4.498724685576515,10.417278466302413,-2.352030165844201,20.179542393073618,38.03407370362525,-9.884362591212916,8.03350242581841,20.37541132769766,-4.909774917971171
P8,17,0.18,0.04,0.47,0.31,13.380065385145972,31.414556772895374,-7.71050715603875,6.415286158421022,16.60925841454946,-4.138919182504337,8.067890360878854,22.084361293938457,-5.877027521213827,15.399495863822487,24.255520669684522,-4.461037439008117,7.1194211823735305,15.340202087759536,-3.443502990576242
P8,18,0.25,0.07,0.39,0.29,51.56199690135414,184.3551061140597,-45.97893722785106,14.904833248526092,33.73325780551954,-8.612989947156311,56.62716087793296,87.48342093218783,-16.496511847559894,46.999406895138925,97.99966443888762,-23.6976668483367,4.727784045536709,8.862253855849909,-1.991864503617095
P8,19,0.24,0.04,0.41,0.31,21.580472313927007,37.48876141145983,-10.359238185594966,16.047029136432364,40.42662990029169,-11.923959228008068,141.68158509637476,354.14442218012005,-94.0266121473752,36.317475109291166,68.61639098266049,-13.723629674046373,6.0012503601631995,13.898477832403621,-2.776298877453446
P8,20,0.25,0.07,0.42,0.26,37.89049161468152,116.2142042817556,-21.182619121811175,44.80577044631179,116.75808571991826,-33.950780510230324,110.8067185805646,294.77131745603754,-80.52296582834903,48.70571488909457,93.89462108658667,-22.40163472944339,6.3588306369725025,15.837478616194453,-3.371218921624171
P8,21,0.16,0.07,0.49,0.28,44.20472474095521,82.0110757515619,-18.9223034369842,7.168742386443785,15.134752480152827,-3.3506336275535618,75.01332420777382,168.54456424902992,-38.46526931829364,47.564932721495076,143.96140578416419,-37.97863378624863,6.268438972614669,12.598782249829405,-2.7325900983930307
P8,22,0.21,0.08,0.4,0.31,1946.0878158734597,8386.812223663013,-2194.5414942222787,13.085598801328768,27.319029907831833,-5.5063371287851135,59.84624793916144,198.13496050337704,-61.72192901495837,21.79606876067873,44.309048338495856,-10.185268438515562,4.728007658542214,10.003096267116941,-2.48845213110219
P8,23,0.22,0.11,0.38,0.29,103.49316036795302,255.4419331149738,-67.78032702559078,27.550212992108165,98.29581544862393,-26.061458670760945,79.53512204094962,194.5288721453555,-43.003681827919934,26.7078981664549,46.00949051319873,-9.920918799414792,4.759209190463093,7.852241232823834,-1.4029368225693186
P8,24,0.29,0.04,0.39,0.28,43.202718712251965,98.58141489056686,-25.450195255060727,17.489694221770076,60.76744187334681,-15.885929735830493,26.49453983774788,68.65277192897534,-22.816557555234624,23.318546298935214,58.53074456019152,-12.15849831285953,4.499267896039697,11.808955486705397,-3.0715279818871952
P8,25,0.33,0.09,0.29,0.29,52.24662242760954,205.09297631612372,-67.89820206491072,23.712885611339804,60.27186413688704,-12.964329516543916,40.185182332632714,92.57314556326558,-20.976747116873792,25.366827592081407,57.2490581835178,-11.811793975749625,4.734758058456272,13.601239545497183,-3.2349766691706368
P8,26,0.32,0.02,0.35,0.31,21.353727379735577,92.71135603421553,-25.819922107228347,6.40660280988734,16.069092750668915,-3.8631216652787748,19.344849178688737,55.08699147773001,-15.186429078011034,20.960395377724787,58.69095527619604,-13.667082296840745,5.424495060176685,10.337330978121816,-2.635922804620466
P8,27,0.22,0.02,0.35,0.41,53.905853167768356,168.75871474811123,-51.47005284764724,5.145595078868442,11.194160521159779,-3.199733496537741,5.9453780953544175,10.155851494891834,-2.11763619019957,9.639668751331884,19.406968601455244,-3.8748655679567356,3.9118150033498935,7.317330795269044,-1.91242263606683
P8,28,0.25,0.07,0.37,0.31,33.75987607835592,91.06964925463424,-24.634054850939467,9.819784179344424,19.85859671774383,-4.304344784665948,9.43496203734728,25.0576114848642,-6.384047380701098,18.421511896885804,34.81335480365135,-6.384772478547968,5.300445497088624,12.097843340344477,-2.905976408126154
P8,29,0.14,0.03,0.5,0.33,24.637813303977122,121.50919483128817,-29.334620487565886,3.085166174896817,5.997330042104727,-1.1597532502637484,4.705639899570599,17.450196667684263,-3.2413047219868445,10.222710713520634,21.283554253258245,-4.844026877819484,5.944900554330804,13.624165835356656,-3.1137312382013245
P8,30,0.23,0.04,0.4,0.33,51.0978604753832,182.9769795000459,-44.421256694459096,7.199425687957781,20.2865594855165,-5.361949520954524,6.3812015633791574,13.950715083908065,-3.4922720117332218,16.02990472339598,26.09538732117593,-6.33107124611902,8.664207578363673,24.46989435983463,-6.866554214922916
P9,1,0.21,0.08,0.32,0.39,75.34586875639539,178.4460339444685,-70.26144155006317,3.4162542724392777,6.144013976304752,-1.6379481870381734,6.31165634485275,20.47556748138514,-5.598984366528349,24.485169142668777,53.33309716049533,-10.265653728843258,11.688722933921934,22.20849272431429,-6.2059468680759045
P9,2,0.14,0.04,0.47,0.35,32.22073954439955,116.14467412450212,-32.55611446163668,2.395337120136105,6.2830090938519865,-1.2694069428416412,8.663931488597534,33.41650783686884,-8.999033757458708,24.11044454909891,43.260261507059965,-9.175341530806628,8.932915569618219,22.326962626086132,-4.203459495686416
P9,3,0.19,0.06,0.41,0.34,9.495672129688652,33.743898726044876,-9.073393450646458,3.3555655760216947,8.732397752699999,-2.8163026135861173,8.379407000103766,25.642760089985142,-7.195089883494068,23.388789409248925,43.0430245662625,-10.350986142679146,6.971117153731672,13.86028972504692,-3.4817124457337263
P9,4,0.17,0.03,0.42,0.38,8.702862806115467,23.132441038818726,-4.29488027391471,2.628068420093584,5.661953215940532,-1.348137351760916,2.326960961527652,6.0914064479946965,-1.4432891214327694,13.464447402264465,43.066533020366414,-8.3127632945186,7.008673207190953,15.640233799628232,-4.201453255663652
P9,5,0.22,0.06,0.43,0.29,17.033378539264437,32.75790969890073,-7.32281409291517,2.143537103916832,3.38719143623363,-0.5072225923678012,12.236283544519878,26.469273804184496,-7.232405861579812,16.769097366263342,27.17895915279506,-4.258380382492035,5.792079648942378,11.322934877963785,-3.1972114058710885
P9,6,0.21,0.05,0.41,0.33,64.12352922137575,140.3134765468578,-44.934427732130466,3.395377496475789,7.723432103122722,-1.768435105731149,16.633497359785235,43.840701741543356,-11.493475052320033,18.11904001971969,34.14560475653549,-6.469248947958946,4.571650013073395,13.5338944478882,-3.3025375954947793
P9,7,0.15,0.05,0.46,0.34,31.66453240129741,115.19958316731596,-31.24871105812685,6.86985558894907,13.865441516347303,-3.1792820105356894,4.268419401048005,15.075956305438766,-4.112961375232018,21.58228270445155,54.538785386239795,-13.79061233148058,5.789613477786357,15.378296433228227,-3.278297849385622
P9,8,0.22,0.08,0.46,0.24,50.64769786287598,152.0088900752635,-39.87146122052706,5.053033396697503,14.146177160304985,-3.472003082746577,5.66615676940472,15.906840453979925,-3.6551596773626462,23.468410160472004,46.051746641273446,-8.034108652635046,7.011412021874704,13.697922599094797,-3.141270793056325
P9,9,0.23,0.05,0.37,0.35,30.879491836286725,78.25435061448383,-22.976051977402406,2.4598346907658466,5.089147715626952,-1.1447500356090246,20.509596115806723,38.09033871585946,-9.641199424249589,19.3934991742897,28.653587273235225,-5.836501163219467,5.685702878986955,10.897274373008239,-2.441370427961492
P9,10,0.22,0.08,0.32,0.38,91.43920128777039,238.52609071693445,-58.12964455659133,1.6907041602110011,4.989331049429895,-1.2753955920355735,5.506771104417048,19.43823772889441,-6.081072611160842,21.354787401746115,44.08745579265702,-9.13654246327544,6.137871958682052,14.91692732329967,-2.191084327179625
P9,11,0.23,0.06,0.45,0.26,42.92660918780915,109.06846453337252,-15.662225982234629,2.4591814330466963,5.722458138412278,-1.5449489703435912,4.477444235837522,17.184551438231885,-4.698573727108098,28.87283900976509,58.35523634997613,-13.989912649663275,7.098674221585254,27.893243911222363,-7.009201227889999
P9,12,0.21,0.06,0.35,0.38,50.409603585510936,133.5548674874829,-38.46246937257036,4.541075103169742,14.757494512998921,-4.302172045347841,4.234407512919112,13.460182566366942,-3.8910240579292372,24.031651373881836,59.058244032636345,-15.676059778321347,9.552324525423511,19.283932525799003,-4.68819981956024
P9,13,0.2,0.1,0.37,0.33,11.774143908326288,23.260802718666504,-6.541629360759135,2.318352743357394,5.473959925621586,-1.374937787605547,19.107643629660508,69.69691552623887,-18.647287945175112,19.641765374447317,52.29323816335869,-10.638605138117132,4.631083882991484,8.278356976886734,-1.5062808451355008
P9,14,0.12,0.04,0.43,0.41,50.112201769352396,212.1867646710254,-42.625846211900345,4.667604763515756,8.328442067799836,-2.307155286682138,1.7493126364097193,6.949555930641248,-1.395852957140076,20.14525637336375,46.11732208108416,-10.192320254627488,12.972367792710516,40.05933929591129,-9.360403419658516
P9,15,0.29,0.04,0.39,0.28,8.062122997408583,19.02831837611072,-5.071785830602507,4.394623441736499,10.592474586959327,-2.4186002672160196,8.315964100634897,19.639847026575197,-5.310688648464428,16.623651599302804,40.515721579517006,-9.20840853234055,6.477915817618198,12.920619456661871,-2.517152870481663
P9,16,0.23,0.08,0.41,0.28,14.964124450525656,28.332786536153648,-8.71159289359383,3.060037388722144,10.272501551158278,-2.8107903569296377,2.023366679601907,8.125321873928247,-1.4427195290414627,18.71503983698513,30.23722213659971,-5.821996263568182,11.115198324088064,27.3754229091615,-5.212011939624076
P9,17,0.2,0.12,0.38,0.3,51.08769760710291,129.73214847928915,-34.692932207389504,2.608727061887343,5.402598789754325,-1.148071473871043,2.7618121583131465,6.575376080182941,-1.7159823748201404,18.26926525275831,48.0384467837753,-10.630416332801294,12.781064099741776,33.37335184340982,-8.076886014180067
P9,18,0.22,0.09,0.41,0.28,9.249712292851537,28.68331855368586,-6.116097574298533,1.7757478021360742,3.510783068680797,-0.7290438752218635,3.8352960542678547,13.030768280445525,-3.753164801196412,17.72931679921836,38.036633168876364,-7.395797651532224,9.736277075361647,21.26480336124382,-4.972694566189882
P9,19,0.23,0.02,0.48,0.27,82.65989843719787,211.81240282634124,-55.07830922272775,2.9352100791252886,6.416629639973733,-1.7886730657451018,2.575600176597942,7.621728363938942,-1.8869748976488425,16.20284607279492,37.8902699302471,-8.89985407175075,5.752871131979625,14.233412170523168,-3.1299375587059632
P9,20,0.2,0.07,0.48,0.25,10.244323121795512,19.31185701243787,-4.736561493749393,3.0300080864730514,8.52363689788695,-2.336101509989451,5.450837283483129,14.85307744296478,-4.3789731497543,22.14817171719117,31.33159132722586,-5.478823658836967,9.798713281087746,23.45636578789967,-6.36314701742634
P9,21,0.2,0.05,0.45,0.3,42.36140448606014,124.04476152502222,-38.2582916704981,5.845104445066062,22.814439555546713,-5.972706222422815,11.166634590676326,35.482556105168385,-9.139846558121475,15.752884198544923,29.291804806075426,-5.409613533017156,8.229183632376728,18.723781339807616,-4.542490602213266
P9,22,0.22,0.04,0.48,0.26,40.95265088072491,77.02045288610853,-20.927648041964765,6.177674751318369,16.91707435321036,-4.491285555739674,5.491105861694649,11.166000565582754,-2.973504705501231,24.811655699633327,49.66555198167222,-9.865235223234732,11.19316610344725,17.55914127665725,-3.648439450297851
P9,23,0.22,0.06,0.42,0.3,31.629296671009065,94.51613380023312,-25.683498151948953,5.750958222416409,19.500296607575816,-5.588327546000529,5.976358195532734,16.478967276918553,-4.116235726400151,22.639341551311123,36.21389868252045,-7.009478263479187,15.101932127082385,30.271808008259285,-7.546172743940631
P9,24,0.2,0.05,0.36,0.39,26.18261445879523,91.12103883137702,-22.473867014944094,3.8247813365318164,11.18698877042345,-3.0696699019767397,6.28553062938212,12.839093349103551,-3.70522968911841,21.1799067489661,53.71674028682156,-11.582301801084853,17.875484037799364,34.48476316464159,-7.331104897014249
P9,25,0.18,0.06,0.38,0.38,26.44267132900459,75.04319085772948,-22.509363529793582,4.728860297061555,20.554386263209018,-5.949724344230255,3.205854463995433,5.489738401913516,-1.2441501396141235,29.90766553503768,77.82524301983786,-16.89885908873731,18.84656644628731,51.237587565177286,-11.291205490145982
P9,26,0.21,0.03,0.41,0.35,9.689751707956228,23.529001310233767,-5.795801459492457,2.1593010406103286,4.7532545428331545,-1.0990212661887098,12.384089685103593,36.3713034632715,-9.634290323813108,29.60481625518538,61.34103604871605,-13.731673480042804,15.241688493514328,35.14360522750386,-9.626243645361514
P9,27,0.16,0.1,0.4,0.34,5.7141102688159995,10.57942984979162,-2.7610744446597306,5.693002630276569,17.412066029301727,-4.2316623442125465,27.649533453138858,107.9316514015915,-28.964703458996055,33.22210317011712,66.81250905945284,-12.954844283920446,8.039817634433629,13.299262704604978,-3.004333550685048
P9,28,0.18,0.07,0.39,0.36,20.722742843378498,48.35495338576948,-12.951917058420282,2.2545568843729855,7.019367689245377,-1.3449730106226465,8.26623334778865,22.736450507830497,-7.43666557749409,23.929397156475744,47.88923179013892,-8.605923669527986,7.391401039786091,15.651346203146794,-4.2965866551798095
P9,29,0.16,0.02,0.41,0.41,12.588748215383795,54.479275506582184,-10.097406994094857,4.08760535148,15.73391565711898,-4.11197389993352,4.9072374968213115,13.483272680712203,-4.149577953220674,18.615883916848624,46.53694063198435,-9.011738530119182,6.4192925280908995,12.965119710330967,-3.1856622796361287
P9,30,0.22,0.06,0.38,0.34,35.37414083223537,88.2194182498267,-22.4838400521183,9.332583380249966,27.04753491927854,-6.808356768899432,2.420907918618004,10.773447424273678,-1.954666791872484,17.33135515599275,30.323394338119662,-5.82772771889693,9.412284047049669,21.992775628999777,-5.27250953732929
P10,1,0.19,0.03,0.36,0.42,19.378208544904222,49.96098847637658,-12.67287449943191,5.70562104598236,15.776893813487039,-4.528022537382176,6.861630240397452,17.701304776168016,-4.094865803695256,11.13947553491219,27.761605962310828,-6.2224809127704805,3.0924003513733247,7.224530045817868,-1.6604381648963396
P10,2,0.24,0.04,0.4,0.32,625.5543374556371,3386.9250033696053,-992.1689308520577,93.48657527731561,443.36043837244097,-125.7585200586381,19.800765984559078,46.46694055073884,-13.373304847245844,23.015138184709684,57.37087525803942,-12.082261010812799,3.9905469774617286,9.552222341746528,-1.8529646075283845
P10,3,0.25,0.03,0.38,0.34,1133.079537723664,5528.9499663411025,-1868.2676558155415,21.268514598173194,104.1293326007713,-28.202448636700424,6.290811559274913,18.307066405683074,-4.208755202680423,10.017294233049547,25.047818124715665,-5.995153728329887,3.64120485987883,7.043108169097822,-1.7417167186871318
P10,4,0.26,0.04,0.35,0.35,1030.9966049868092,4274.724108592809,-1316.7788807637237,46.09556068086675,214.93178617412218,-58.01919530170044,13.122694719674815,42.846151597199906,-14.823326785528064,15.81629739320794,44.76830672290322,-10.87153837049927,4.002632917987845,10.011293290510174,-2.3911053217645595
P10,5,0.16,0.08,0.43,0.33,755.0562831928756,3925.298538672326,-1140.1486984929213,78.20075356550419,466.56505686165093,-134.87132315539384,15.472767979112227,52.62802802657153,-12.909136915463032,17.95266180696244,35.637093514680046,-6.517400535476056,3.806215665000313,9.189743470958991,-2.057206882273105
P10,6,0.17,0.05,0.36,0.42,64.80788492281002,271.3258381122181,-75.63640975927484,15.950011434543647,78.47654015892925,-20.637935316795797,5.809641451520815,10.147501344332039,-2.481551035378369,11.619930535844688,19.64607866179464,-4.358170648413067,3.745237768149745,10.62448107096983,-2.1127166928146357
P10,7,0.15,0.05,0.5,0.3,176.02433359888062,856.3730247458367,-173.42455071617323,19.73421691625226,112.82822071152134,-28.821944401838035,10.035361793714667,38.55819271357851,-9.666190778155297,11.885634845398926,35.69625479540052,-7.91281567589859,3.5780504137003137,7.7422549970628385,-1.7208068009848771
P10,8,0.17,0.07,0.42,0.34,84.61889644042557,310.7369472055119,-74.44062966794503,5.4455195678189625,13.974763252017748,-3.2866260700515655,5.317929093646553,14.091427939201703,-3.798284031486955,13.694052515195661,31.504466414099866,-7.114426620568297,4.993214946079796,10.323709891871623,-2.0031633389568113
P10,9,0.23,0.06,0.4,0.31,30.125469806676172,113.56164259215677,-30.988242176845677,6.695451577720717,28.579467516583083,-7.364028936712192,8.13597641093591,20.117921755885327,-5.228162423219207,13.939814190977456,27.037134718533835,-6.770151622094212,5.8038730068791935,10.853819812800939,-2.028563883410316
P10,10,0.16,0.03,0.41,0.4,87.74986534601331,433.5735002165121,-123.40635497772561,19.637904771000215,80.23772386178644,-20.78221978029471,9.113557533280314,16.27537053350438,-4.0517980408989684,14.960985658634137,31.043353771313857,-6.518037795774872,4.515198325532928,10.653761031505587,-2.5769081722048983
P10,11,0.17,0.06,0.45,0.32,276.76677346236266,1310.012168768618,-328.46384716206114,13.389814642947371,29.895097609223832,-6.398098539076092,9.60923237294972,25.880733446692886,-6.650782207728706,16.853191833659295,29.62236023748308,-6.030340345387666,2.858322928789593,6.1366285902623146,-1.3678588377757808
P10,12,0.16,0.1,0.35,0.39,3712.721835750953,7367.145211633612,-2133.4801972814876,229.27551782899337,548.6772111293105,-179.1728321146925,23.448740707642685,71.34026891750582,-17.667559451171343,19.995044546667074,42.3056320867231,-9.224408501146069,4.538918165155164,10.154587229656192,-2.4435159037332035
P10,13,0.16,0.06,0.42,0.36,242.15606211442028,707.5352234906334,-252.52461496356054,42.19578691355392,156.34609711365107,-46.83300591352101,8.079312139197926,22.675289094841446,-5.2814889092954465,18.142057796290803,42.84335999087567,-10.001894631040235,5.231711971824759,12.039547358653119,-2.583647860132954
P10,14,0.17,0.06,0.43,0.34,27.572483356301905,59.65317794642955,-17.04902879234132,3.620850873428217,13.767089822529854,-2.687767528415212,5.021322705099446,17.212040362302808,-4.405447381332207,15.8610787165591,39.247068879977604,-8.327252280012544,3.6567918041335945,7.794183787218499,-1.8258997807100505
P10,15,0.23,0.02,0.32,0.43,40.30093362818818,133.87289740006378,-32.970798529583085,8.12749642619725,17.039715262430594,-4.821875902214872,6.695546396117869,22.423938398055782,-6.317434438194151,15.920050420728165,34.01180287789736,-7.199907029398222,2.9743049901120333,5.769687057436671,-1.4772484970663629
P10,16,0.14,0.06,0.39,0.41,38.95436415839003,97.15010794495396,-28.16893804946899,3.756675240670108,10.65873277583126,-2.4438051300750403,4.713051550600307,10.707001616222403,-2.260089264131737,17.126776885838808,42.983979422874796,-8.13645955276075,4.313067983306522,10.158894687048804,-2.265638623430666
P10,17,0.17,0.05,0.47,0.31,458.73126057721134,1983.344669901223,-597.5021876991299,39.09988335667585,144.79095964320464,-50.60571569872341,13.26352006235636,34.45211296753543,-12.037287828505336,20.014510244187232,65.21500995635162,-16.2401764122585,4.960539735910003,8.874944645883279,-1.8995607224845834
P10,18,0.16,0.01,0.55,0.28,273.1142928985603,973.8109501293981,-356.1447578188163,41.657407828912554,202.0490878694029,-54.92018087923483,14.062339451467114,42.472157763444926,-11.14903204741394,19.4209877388576,39.52385258953063,-11.022198700956615,3.9312014698835744,6.73163683179793,-1.8168206900863446
P10,19,0.24,0.04,0.38,0.34,133.0634098759784,695.5811317902937,-199.4597052063488,23.95059516787523,118.00925208880045,-31.84717374684422,22.94511877278511,72.95549749295685,-21.12176674691355,15.069339653927553,45.77474412953042,-11.751333628827572,3.9018702241045795,10.10081786849942,-2.641660779408389
P10,20,0.27,0.04,0.47,0.22,598.1837559830833,2866.1391528334157,-834.203434549709,68.57705709447653,291.35115533182454,-91.11938013144278,6.885166544195102,22.583454820886615,-5.4866247858972,16.118383306704672,26.423580259328325,-5.894715979411863,5.018604166021951,8.994300910404661,-2.355981747088741
P10,21,0.23,0.05,0.4,0.32,145.29233350192183,1306.8885438665066,-231.89189803912788,9.998848621781617,36.405060313938776,-8.609556826135236,6.079529812900656,49.064887909535265,-8.93783754788323,13.125765211751066,27.997135326603633,-6.579962570652156,4.379667026777069,9.238536542851055,-2.0274943485084425
P10,22,0.2,0.02,0.43,0.35,53.30330180908086,259.02133041556954,-51.670890837342256,7.393297466346471,20.910228469934378,-6.371005849321652,4.180133006171933,9.279391117101433,-2.0939094136764567,14.793299659058007,35.45492600651707,-10.973370173044398,4.358949897342556,7.371916342988264,-1.5994313002784823
P10,23,0.23,0.02,0.49,0.26,5295.543927392442,13627.849971917705,-3286.401816229913,58.922298164285976,330.2282566093313,-91.2041139850265,13.841783035156137,33.69378238835413,-10.126991701400872,15.18019199737099,45.46633756378207,-10.19834528911108,10.396195105435279,24.448731782902193,-6.444901823059351
P10,24,0.2,0.05,0.43,0.32,167.04776412127046,562.9008956159505,-184.14148578039584,7.308669072570825,16.521631590633604,-4.1733638924044465,16.42997322294569,36.85499258403361,-10.894349447178618,31.386137059371546,80.1581371346165,-23.558112236659476,13.487771642992335,42.910041671834186,-11.630402063636867
P10,25,0.18,0.05,0.4,0.37,180.44248268163255,976.4002661934917,-262.1386287563141,7.5259454099689815,84.79239860795897,-13.062292225777286,10.436543093794818,38.75256241066162,-10.198977189367335,13.942174636144232,32.1369572311586,-7.074067092678201,2.996541143684359,6.293884717986684,-1.3454254996246684
P10,26,0.22,0.09,0.41,0.28,135.9484276943141,289.0273986901269,-90.770307634432,6.419809443553154,16.39361543562094,-4.6396078403718,3.7258840576861982,14.1457897648176,-2.6276443435099406,9.947469648385386,21.548570060825103,-5.114994427091512,3.2965078871190925,6.335881650351171,-1.3182842320039094
P10,27,0.24,0.06,0.41,0.29,123.72775862994108,369.4468744968862,-118.46797511937581,9.2184566931344,40.094608568374326,-10.100409150550623,7.639678066892086,28.141822690510814,-6.806565045315219,14.69195158114078,24.325403623372008,-6.033395029889913,2.5877394237304188,4.679996672589363,-1.1642821873502747
