label,peak_task_idx,rel_t_sec,h1_total_persistence,lambda2,aspl,h1_zero,best_pair,z_h1_total_persistence,z_lambda2,z_aspl
P17,11,0.75,0.0,8.890572668859333,1.2731435108355182,1,Beta_mean x p00,-0.7275322472356978,1.5269794457452086,-1.2648790518911062
P17,11,0.875,0.0,11.691326214785276,1.094615006766695,1,Beta_mean x p00,-0.7275322472356978,2.5511190797046828,-1.674452275408654
P17,11,1.0,0.0,7.604198840201093,1.3065443271926285,1,Beta_mean x p00,-0.7275322472356978,1.0565966004093654,-1.1882521844065415
P17,11,1.125,0.3058289453371159,4.773170944177522,1.748800131087405,0,Beta_mean x p00,0.6451243966197056,0.021386673645139874,-0.1736459389483947
P17,11,1.25,0.0,3.348074952079606,1.7399856259676534,1,Beta_mean x p00,-0.7275322472356978,-0.49972211503328595,-0.19386783737542063
P17,11,1.375,0.17503551740965417,3.5152551474733467,2.010594139737268,0,Beta_mean x p00,0.058082291696144484,-0.43859004421438985,0.4269518007770791
P17,11,1.5,0.1074664813428059,3.66674118714064,2.111252652016107,0,Beta_mean x p00,-0.24518882665345168,-0.38319678855271,0.6578786858902343
P17,11,1.625,0.018453253590928753,3.445586108618346,1.7582689007903496,0,Beta_mean x p00,-0.6447082322804893,-0.4640656252611613,-0.15192305189342198
P17,11,1.75,0.44676194814812964,2.8139222479496184,2.5296841796645313,0,Beta_mean x p00,1.277676107622034,-0.6950434619193405,1.6178281936409429
P17,11,1.875,0.1986028366830087,4.618972833464393,1.6780994817667614,0,Beta_mean x p00,0.16385984438257287,-0.03499829349797145,-0.335844647765653
P17,11,2.0,0.15021996179457142,2.3462324673037793,1.8337380267361587,0,Beta_mean x p00,-0.0532977388907531,-0.8660615943265829,0.02121531248653675
P19,12,-2.0,0.3928765772120225,3.8400503938195225,2.221337863288118,0,Gamma_mean x p11,1.3367986225984148,0.13578257721482967,0.9599362053171058
P19,12,-1.875,0.2308364850414949,1.948793860322265,2.5508489113593775,0,Gamma_mean x p11,0.22228307477919648,-1.4616943567876515,2.231204106119745
P19,12,-1.75,0.08537315364145959,4.251550075880271,1.7289445838180149,0,Gamma_mean x p11,-0.7782171243462517,0.4833616807359297,-0.9397384017264657
P19,12,-1.625,0.05393045786402384,3.2377583159053485,1.9145394271572076,0,Gamma_mean x p11,-0.9944807220762685,-0.3729520576478149,-0.2237054545076942
P19,12,-1.5,0.3389019196419004,2.1931337375910465,2.082509276962917,0,Gamma_mean x p11,0.9655596641139129,-1.2553091778970367,0.424329503987719
P19,12,-1.375,0.20314405841535899,4.2570906830118815,2.0001819954921247,0,Gamma_mean x p11,0.031813916077465296,0.48804163395028854,0.10670728492473788
P19,12,-1.25,0.29237978034874057,4.445401934239842,1.8927685268919654,0,Gamma_mean x p11,0.6455793008253476,0.6471014309274552,-0.30769853103966155
P19,12,-1.125,0.22640015088999665,4.813816828564494,1.785041637503215,0,Gamma_mean x p11,0.19176986461659778,0.9582883510531415,-0.7233135379866162
P19,12,-1.0,0.024265447915816307,4.133094618358887,1.7974358203446288,0,Gamma_mean x p11,-1.1985173550516137,0.38330658099374737,-0.6754962435584161
P19,12,-0.875,0.3224702217237435,3.4333572031505124,2.2139313052596683,0,Gamma_mean x p11,0.8525420611148852,-0.20773665447196935,0.9313613835255039
P19,12,-0.75,0.2574656374537083,3.707372576480735,2.237811077282647,0,Gamma_mean x p11,0.4054390085429613,0.02371435743685167,1.0234905786738646
P19,12,-0.625,0.4943470211888068,3.7698054761181092,2.2122460392581633,0,Gamma_mean x p11,2.034714712014305,0.07644920082119669,0.9248595542710142
P19,12,-0.5,0.4936928033546303,3.567588945031621,2.0816551128841283,0,Gamma_mean x p11,2.0302149864335335,-0.09435589006053102,0.42103410196178187
P19,12,-0.375,0.3297339159445062,1.500196869335276,2.3940476518201277,0,Gamma_mean x p11,0.9025019200313136,-1.8406082339228038,1.6262580527948083
