label,peak_task_idx,rel_t_sec,h1_total_persistence,lambda2,aspl,h1_zero,best_pair,z_h1_total_persistence,z_lambda2,z_aspl
P19,12,-0.25,0.12937377273240203,3.7338214575437583,2.012179968247178,0,Gamma_mean x p11,-0.47557983604528936,0.04605478385707105,0.15299598367242154
P19,12,-0.125,0.34113365460264433,3.446268472293668,2.3206065548317776,0,Gamma_mean x p11,0.9809095894258736,-0.19683096596299213,1.3429191184934848
P19,12,0.0,0.002138561749033374,7.793129963009111,1.4118500631311652,0,Gamma_mean x p11,-1.3507065961670353,3.474807885632087,-2.163102801885862
P19,12,0.125,0.0,3.389015334010701,1.3818651291632298,1,Gamma_mean x p11,-1.3654156739473717,-0.24519064968985707,-2.278785976347677
P19,12,0.25,0.19939879501167979,4.068030716778991,1.8187854315557102,0,Gamma_mean x p11,0.006053906698514808,0.32834942411461615,-0.5931285184513829
P19,12,0.375,0.023180070961146715,1.9476334154427501,2.320749104587152,0,Gamma_mean x p11,-1.2059826031579337,-1.462674543185093,1.34346908162624
P19,12,0.5,0.0,1.9070736080727115,1.814128485047375,1,Gamma_mean x p11,-1.3654156739473717,-1.4969339657296414,-0.6110952198608035
P19,12,0.625,0.2024828827181545,3.7333463529093245,1.9160582581956642,0,Gamma_mean x p11,0.027266334151881656,0.045653479919026116,-0.21784573855208506
P19,12,0.75,0.255418596186636,3.81195580096566,2.1530595270989976,0,Gamma_mean x p11,0.3913594107803365,0.11205207674631576,0.6965154258758388
P19,12,0.875,0.3145750441320261,4.47989264195399,1.8965968265020985,0,Gamma_mean x p11,0.79823884478801,0.6762345014733565,-0.2929287852678446
P19,12,1.0,0.34934694005867306,4.456643426944984,1.9604425440996958,0,Gamma_mean x p11,1.0374007590913916,0.6565967188390393,-0.046609240413060256
P19,12,1.125,0.0,4.29009670405161,1.7535665922277355,1,Gamma_mean x p11,-1.3654156739473717,0.5159206426200785,-0.8447456264377861
P19,12,1.25,0.0008300539825634168,1.804284829036773,1.8364140938675815,0,Gamma_mean x p11,-1.3597065432211153,-1.5837559809750035,-0.5251163754220398
P19,12,1.375,0.25609415717820405,3.967334830481941,2.0167335801945536,0,Gamma_mean x p11,0.39600593509735815,0.24329520071372338,0.17056401586828873
P19,12,1.5,0.11550555375434912,3.9315861532608354,1.9450418739763136,0,Gamma_mean x p11,-0.5709657708751436,0.2130995681962169,-0.10602569304281251
P19,12,1.625,0.2719277279424801,2.872376551955421,2.012328787597272,0,Gamma_mean x p11,0.5049096055279476,-0.6815770007356823,0.1535701351732588
P19,12,1.75,0.23125177945404551,3.7636631174356374,2.0706671712610736,0,Gamma_mean x p11,0.22513947947207344,0.07126096953589664,0.37864214708486404
P19,12,1.875,0.11263903565871125,5.62725822440724,1.5361760595961487,0,Gamma_mean x p11,-0.5906817494511828,1.6453732832165506,-1.683447720618129
P19,12,2.0,0.0,3.2943810297806158,1.8027295476475897,1,Gamma_mean x p11,-1.3654156739473717,-0.32512487093132136,-0.6550728142523328
P2,26,-2.0,0.29500743964261056,2.9842053791693557,2.156428494216295,0,Beta_mean x p11,0.8561266248397207,-0.4189109108444273,0.162042276658062
P2,26,-1.875,0.11960565644796317,3.475502907595608,2.014643069745887,0,Beta_mean x p11,-0.4666445388289444,0.27071304431961873,-0.5284360046986372
P2,26,-1.75,0.02279589271075566,3.367702323615247,1.8308642463189795,0,Beta_mean x p11,-1.1967235693884373,0.11939564337183482,-1.423417182231814
P2,26,-1.625,0.059235368692061696,2.113988511868989,2.173251900638992,0,Beta_mean x p11,-0.9219197038326424,-1.640415932049165,0.24397028016545624
P2,26,-1.5,0.3666987873101134,3.7511993116678464,2.1758191430347185,0,Beta_mean x p11,1.396778182947777,0.6577022587979111,0.25647244760508126
P2,26,-1.375,0.0,4.280353990198087,1.8344080975014125,1,Beta_mean x p11,-1.36863601508125,1.400465495304526,-1.4061590452761286
P2,26,-1.25,0.3124060744662922,2.8112017185696727,2.249617535526331,0,Beta_mean x p11,0.9873363081895639,-0.661752492121628,0.6158619081566541
P2,26,-1.125,0.19046867841542447,4.03027646744577,2.002745078592663,0,Beta_mean x p11,0.06776030199845164,1.0494369629801115,-0.5863778172210502
P2,26,-1.0,0.11042469251077314,4.468133419500084,1.8371445096093413,0,Beta_mean x p11,-0.5358816590543419,1.6640475107657118,-1.3928330413062309
P2,26,-0.875,0.18597020440189904,3.389259677672749,2.1083563052409438,0,Beta_mean x p11,0.03383560866166306,0.1496552455636619,-0.07206360939288825
P2,26,-0.75,0.1889034577755041,2.697861857521667,2.2290487606590803,0,Beta_mean x p11,0.05595638136802063,-0.8208452591950568,0.5156944024133802
P2,26,-0.625,0.1730716559616916,3.6205004788127355,2.081516290908447,0,Beta_mean x p11,-0.06343722185999665,0.474243069948367,-0.20277131109857052
P2,26,-0.5,0.19286430720269176,2.9092193534702475,2.539072927752321,0,Beta_mean x p11,0.08582664443201252,-0.5241672099963864,2.0254755020796593
P2,26,-0.375,0.3642927698556533,2.8929052872196204,2.515573215973727,0,Beta_mean x p11,1.3786334956471267,-0.5470669199310244,1.9110346795348294
P2,26,-0.25,0.4094149076053605,2.5797320269641526,2.5431279771279303,0,Beta_mean x p11,1.7189165963734332,-0.9866616052143107,2.0452231138962143
P2,26,-0.125,0.32411625749292794,3.595612476698945,2.268168415148776,0,Beta_mean x p11,1.075647225825598,0.43930830748615396,0.7062025022424315
P2,26,0.0,0.05157052775016546,3.6303961670126985,2.040368267391063,0,Beta_mean x p11,-0.9797231673287691,0.4881334382907208,-0.4031573286714697
P2,26,0.125,0.2984943874857986,3.603521093939599,2.1317274933175696,0,Beta_mean x p11,0.8824230168841919,0.4504094663274144,0.0417513178938075
P2,26,0.25,0.06305166529332185,4.496760127832494,1.877607684151254,0,Beta_mean x p11,-0.8931395682820724,1.7042302161148741,-1.1957821574068985
P2,26,0.375,0.0,3.1543060029470524,1.8020436057095746,1,Beta_mean x p11,-1.36863601508125,-0.18014426098725203,-1.5637703001204182
P2,26,0.5,0.15991755748579284,2.014413062989516,2.06034392066242,0,Beta_mean x p11,-0.16263725182016986,-1.7801878847261166,-0.3058782550903723
P2,26,0.625,0.36682888260977287,3.0364324611306452,2.3248672968938977,0,Beta_mean x p11,1.3977592807894528,-0.345600859918275,0.9823193638200414
P2,26,0.75,0.03717308394533658,4.1782535066853415,1.9754290169858604,0,Beta_mean x p11,-1.088299734503309,1.257149204889297,-0.7194038129617851
P2,26,0.875,0.22161470314823606,2.3242031599676194,2.215462082715018,0,Beta_mean x p11,0.3026442503204288,-1.3453420742189264,0.44952888454577256
P2,26,1.0,0.07677775573008183,3.0988331698333873,2.1670077463265747,0,Beta_mean x p11,-0.7896259306840687,-0.25801030419439436,0.2135619857002964
P2,26,1.125,0.059996007446354804,3.41978534590604,2.1152386015815283,0,Beta_mean x p11,-0.9161834394012186,0.19250348078377344,-0.03854763857442001
P2,26,1.25,0.2398380948314579,2.5797405715454698,2.5179789659370724,0,Beta_mean x p11,0.44007373697539026,-0.9866496113661388,1.922750397890712
P2,26,1.375,0.29504456565569503,3.4235471029902094,2.1633782918769295,0,Beta_mean x p11,0.8564066061411402,0.19778377968342634,0.1958869709375735
P2,26,1.5,0.011325164696902146,2.5891399754656543,1.9312627801210356,0,Beta_mean x p11,-1.2832286662389851,-0.9734558667764077,-0.9344881732782565
P2,26,1.625,0.09045931872482083,2.438462321879954,2.058951695919762,0,Beta_mean x p11,-0.6864480913614561,-1.184958903955245,-0.31265822525418574
P2,26,1.75,0.06815699675769082,2.4156945333169753,2.2575231071915716,0,Beta_mean x p11,-0.8546383334654146,-1.2169175674751596,0.6543611090226553
P2,26,1.875,0.13722612554744495,4.585413952923801,1.837147399420448,0,Beta_mean x p11,-0.33376191933331467,1.8286717163514585,-1.3928189682672438
P2,26,2.0,0.4962059371085531,4.3706690403135475,2.0279620235662676,0,Beta_mean x p11,2.373440564151675,1.5272388219910495,-0.4635742717122173
P20,23,-2.0,0.22261142148958646,3.852281008830103,1.6709010313176753,0,Gamma_stability x p01,0.4225952797442467,-0.18534517157869967,-0.3955125027973951
P20,23,-1.875,0.00419934902985275,4.640734059225727,1.4356593037041436,0,Gamma_stability x p01,-1.0807477836539194,0.27009550758389544,-1.0014454060169309
P20,23,-1.75,0.3331754551156727,2.606660228091811,1.871788633231864,0,Gamma_stability x p01,1.1836139869118267,-0.9048634410226839,0.12193144340865585
P20,23,-1.625,0.2604512150662248,3.311271333831896,1.9549624182919156,0,Gamma_stability x p01,0.6830487910964878,-0.4978530801866792,0.33616951062771205
P20,23,-1.5,0.18547607109037567,3.865706736819199,1.8508029600478066,0,Gamma_stability x p01,0.1669904919649168,-0.1775899568952915,0.0678767907437907
P20,23,-1.375,0.32051958608430375,3.919991421645628,1.8443622036077127,0,Gamma_stability x p01,1.0965029004901188,-0.14623304387038677,0.05128676529096144
P20,23,-1.25,0.1774759994266396,3.842646962697779,2.088768440233927,0,Gamma_stability x p01,0.11192553100868073,-0.1909101656026149,0.6808255041289097
P20,23,-1.125,0.004307116153071666,7.768310552873395,1.1717286952070258,0,Gamma_stability x p01,-1.0800060162445955,2.0767034745200688,-1.6812747946103093
P20,23,-1.0,0.000471854709407582,6.463574257225147,1.2157190404718186,0,Gamma_stability x p01,-1.1064043449757777,1.3230378195771924,-1.5679649754284153
P20,23,-0.875,0.0,3.450415308628575,1.4826227771024594,1,Gamma_stability x p01,-1.1096521485258788,-0.4174781912177236,-0.8804774380029178
P20,23,-0.75,0.16114703925234442,4.071960904973302,1.474587801574798,0,Gamma_stability x p01,-0.00046765648354108765,-0.058449649965048485,-0.9011738344210409
P20,23,-0.625,0.00011726776306020259,9.562017377671996,1.156985184398012,0,Gamma_stability x p01,-1.1088449876571074,3.1128172343627702,-1.7192509581029998
P20,23,-0.5,0.026468307893341647,2.513993766392108,1.5253135512744669,0,Gamma_stability x p01,-0.9274692379238197,-0.9583911383674154,-0.7705150389117537
P20,23,-0.375,0.3443642242125041,3.977860064844595,2.0311967751906645,0,Gamma_stability x p01,1.2606269387155156,-0.11280589922616116,0.532533079580162
P20,23,-0.25,0.006563920149651237,3.377815447018202,1.9781128017880891,0,Gamma_stability x p01,-1.0644723024004001,-0.4594146518127428,0.39579999891220263
P20,23,-0.125,0.28728611560880124,2.2302051634265423,2.110481938829733,0,Gamma_stability x p01,0.8677549803347195,-1.1223183043646652,0.7367548810157561
P20,23,0.0,0.18353796624817798,4.696502928075252,1.846687731268505,0,Gamma_stability x p01,0.1536504030319048,0.30230974214385153,0.05727683236501468
P20,23,0.125,0.2721571146734423,4.828081282757684,1.7475988294975198,0,Gamma_stability x p01,0.7636211824352955,0.3783144391763437,-0.19795520718864656
P20,23,0.25,0.40007230264118887,4.189129947130396,1.9581488416132145,0,Gamma_stability x p01,1.644068899307891,0.009231676285234958,0.3443770627212462
P20,23,0.375,0.24048602917051431,3.0256825240909264,2.642941831565367,0,Gamma_stability x p01,0.5456272493852129,-0.6628201145641852,2.1082588736377974
P20,23,0.5,0.34343912765393014,2.6783333740356534,2.395062665144247,0,Gamma_stability x p01,1.254259445020486,-0.8634622868892778,1.4697746026672078
P20,23,0.625,0.3756954775539053,3.7072927110184173,2.0803442491742734,0,Gamma_stability x p01,1.476281787130773,-0.26909596535500496,0.6591265708748658
P20,23,0.75,0.3053916690734164,4.432333497615293,1.9802501207216041,0,Gamma_stability x p01,0.9923765633062007,0.14971536158776164,0.40130528013772754
P20,23,0.875,0.456951424423074,1.4862824167151567,2.4859669566991855,0,Gamma_stability x p01,2.035571219761083,-1.552036574636725,1.7039248185145028
P20,23,1.0,0.15686551634684798,2.933213403456853,2.3883152507579384,0,Gamma_stability x p01,-0.02993762894554901,-0.7162338201513708,1.4523946912467387
P20,23,1.125,0.06686358498594458,3.558303186858117,2.2244446454524285,0,Gamma_stability x p01,-0.6494261841342578,-0.35515802071471325,1.0302986939403551
P20,23,1.25,0.06466341895750816,3.343430401675805,2.0703690122726375,0,Gamma_stability x p01,-0.6645700555325935,-0.4792767709280407,0.6334324717988683
P20,23,1.375,0.0023737556189015185,3.56707020857764,1.8159065828104024,0,Gamma_stability x p01,-1.0933134498280954,-0.35009385319811964,-0.022008891468348328
P20,23,1.5,0.0003197868003048665,3.627863166729459,1.7674855649496508,0,Gamma_stability x p01,-1.1074510372842223,-0.31497751223770987,-0.14673118553945558
P20,23,1.625,0.023064193452561055,3.820530492813714,1.9803193089268647,0,Gamma_stability x p01,-0.9508999566287325,-0.20368548565448535,0.4014834943113242
P20,23,1.75,0.09338123871495796,5.269814048623587,1.5607747490455213,0,Gamma_stability x p01,-0.4669036232604476,0.6334762028265579,-0.6791744985448791
P20,23,1.875,0.0,4.042643761059565,1.3112492977670773,1,Gamma_stability x p01,-1.1096521485258788,-0.07538435511772744,-1.3218992508843328
P20,23,2.0,0.00019686900713533628,9.051938251701657,1.087027408026962,0,Gamma_stability x p01,-1.1082970876405445,2.818175995493789,-1.8994473840063733
P21,21,-2.0,0.0,4.893656725477046,1.6599557561060028,1,Delta_peak x p10,-0.9113294113137431,0.28477827985820264,0.06125777055249475
P21,21,-1.875,0.0,5.3671585400773765,1.6230324043398925,1,Delta_peak x p10,-0.9113294113137431,0.5885475124215922,-0.10141012990601538
P21,21,-1.75,0.0,1.8895817368643173,1.8568886191630627,1,Delta_peak x p10,-0.9113294113137431,-1.6424488726375417,0.9288565618999777
P21,21,-1.625,0.023696404855511055,5.114636570519936,1.6229722342547446,0,Delta_peak x p10,-0.7425292292906804,0.42654516621599897,-0.10167521259632532
P21,21,-1.5,0.32975755174970445,5.19193220591521,1.8741537969281394,0,Delta_peak x p10,1.4376823944110442,0.4761332250586894,1.0049192724544873
P21,21,-1.375,0.004256787015086916,4.894081138863431,1.5591438635210764,0,Delta_peak x p10,-0.8810063970269169,0.28505055701680326,-0.38287468556678816
P21,21,-1.25,0.4972269880180169,4.449024602865364,1.938131539675012,0,Delta_peak x p10,2.6306427399892205,-0.00046995888991439806,1.2867768122204333
P21,21,-1.125,0.2103493627938242,4.511146167237493,1.5063849113408796,0,Delta_peak x p10,0.5870839954682965,0.039383362371139215,-0.6153072132502748
P21,21,-1.0,0.15042977512115052,5.294809683064392,1.5073198818757272,0,Delta_peak x p10,0.16024974075468001,0.5421329980649295,-0.6111881480349164
P21,21,-0.875,0.0,6.748412203181617,1.2868678180830515,1,Delta_peak x p10,-0.9113294113137431,1.4746737156985614,-1.5824020994675234
P21,21,-0.75,0.0030503876891246895,4.908746616819558,1.349332721492542,0,Delta_peak x p10,-0.8896001236726516,0.29445901300692084,-1.3072094583895908
P21,21,-0.625,0.0,3.4190505963259006,1.464493201073585,1,Delta_peak x p10,-0.9113294113137431,-0.6612370433641761,-0.7998634961945441
P21,21,-0.5,0.027964334747911268,3.7684227078351498,1.3819123081560107,0,Delta_peak x p10,-0.7121268392618285,-0.437101686498024,-1.1636782591116102
P21,21,-0.375,0.3369914855481888,4.347391304526241,1.719793228548636,0,Delta_peak x p10,1.4892129683260553,-0.06567154436941407,0.3248751169040524
P21,21,-0.25,0.024103995464069383,4.742985329009437,1.517855944218554,0,Delta_peak x p10,-0.7396257775082242,0.18811690906102269,-0.5647709334964284
P21,21,-0.125,0.09390629074000634,3.7470370317221313,1.8399470858376241,0,Delta_peak x p10,-0.24239253811809583,-0.45082140249570013,0.8542196851057535
P21,21,0.0,0.16954191929487983,3.1319472581064964,2.0595887201433354,0,Delta_peak x p10,0.29639416582877415,-0.8454246389088942,1.8218632439058267
P21,21,0.125,0.0,7.75953860185947,1.250354847125747,1,Delta_peak x p10,-0.9113294113137431,2.1233493504692778,-1.7432620442187678
P21,21,0.25,0.002175361415909016,2.3440581023081526,1.3967164873519924,0,Delta_peak x p10,-0.8958333305702548,-1.3508851816607677,-1.0984576160054174
P21,21,0.375,0.16602880092197625,2.187582407240145,1.6311215636637832,0,Delta_peak x p10,0.27136863877390643,-1.4512702284335082,-0.06577288407776888
P21,21,0.5,0.0015090974967360005,10.286930415244607,1.160333811402965,0,Delta_peak x p10,-0.9005794290403629,3.7447663078404507,-2.1398547742310496
P21,21,0.625,0.2119940746873783,4.087817670777209,1.5494676392084292,0,Delta_peak x p10,0.5988000202703819,-0.23219779851732944,-0.4255038353599711
P21,21,0.75,0.11877447558521326,3.6909732330018956,1.7198269781582898,0,Delta_peak x p10,-0.06524523859945895,-0.48678843912935965,0.32502380270534326
P21,21,0.875,0.0834198579846992,3.708545706720587,2.0424890309609114,0,Delta_peak x p10,-0.3170921294131348,-0.4755150359634756,1.74652960259889
P21,21,1.0,0.3976216324817441,3.8527910982787983,1.7129554343795117,0,Delta_peak x p10,1.9211088572118737,-0.38297618913470793,0.2947508305634016
P21,21,1.125,0.13242919145317522,4.857103819598468,1.602752188995643,0,Delta_peak x p10,0.032023462625027824,0.2613282152030757,-0.19075575789213467
P21,21,1.25,0.28513265699724655,4.510152257462057,1.5516370171752538,0,Delta_peak x p10,1.1197991373133735,0.03874573184806201,-0.4159465188574048
P21,21,1.375,0.08027165320841434,3.006810880765395,2.074217240621112,0,Delta_peak x p10,-0.33951821229461326,-0.9257043340199984,1.8863100126609404
P21,21,1.5,0.10324680648005258,3.6311052194658853,1.722244660390102,0,Delta_peak x p10,-0.17585583068408184,-0.5251960227249555,0.33567503759636724
P21,21,1.625,0.0,3.048207069743242,1.693768270246041,1,Delta_peak x p10,-0.9113294113137431,-0.8991471209975653,0.21022070109099542
P21,21,1.75,0.39726519431321317,4.742914403939536,1.7915909288393588,0,Delta_peak x p10,1.9185697873363017,0.18807140795967756,0.6411839189332568
P21,21,1.875,0.2862554771665,4.080236143386229,1.8035530789523675,0,Delta_peak x p10,1.1277974919205311,-0.23706163364150987,0.6938838432569917
P21,21,2.0,0.08441231005994754,4.627198621975624,1.848882885885921,0,Delta_peak x p10,-0.3100224455529637,0.11383537929245903,0.8935868542073313
P23,5,-2.0,0.031043104886361528,3.6062905903260085,1.9812059554327992,0,Delta_mean x p11,-0.7371694736716986,-0.4053601716825782,0.558882592785369
P23,5,-1.875,0.40988887073458646,3.5693454350775724,2.092503321648171,0,Delta_mean x p11,1.593396237559269,-0.424334382112291,0.9048275655649307
P23,5,-1.75,0.4420037184141742,4.726282218346398,1.931531874664126,0,Delta_mean x p11,1.7909588595299146,0.16984263059756743,0.4044809289929422
P23,5,-1.625,0.0,3.9234557475094682,1.5158634925267198,1,Delta_mean x p11,-0.9281389983180031,-0.24247119766407987,-0.8875387479649547
P23,5,-1.5,0.001235669660254124,2.7050285515319645,1.4751153852438237,0,Delta_mean x p11,-0.9205374633393848,-0.8682283193841374,-1.0141958589474536
P23,5,-1.375,0.0,9.452238499850722,1.2354249284620924,1,Delta_mean x p11,-0.9281389983180031,2.596988716840683,-1.7592243476397973
P23,5,-1.25,0.0009160870544892008,5.216037697017051,1.6053795061592533,0,Delta_mean x p11,-0.9225034567067225,0.42137015697858177,-0.6092966300021975
P23,5,-1.125,0.0,4.059309735094235,1.3964969131143836,1,Delta_mean x p11,-0.9281389983180031,-0.1726996097301499,-1.2585652104032607
P23,5,-1.0,0.0,6.955226885617222,1.3563357709213237,1,Delta_mean x p11,-0.9281389983180031,1.3145790613579444,-1.3833978611228546
P23,5,-0.875,0.3113706721154176,3.6147946770130512,1.8651212083043702,0,Delta_mean x p11,0.9873365786371159,-0.40099266180943194,0.1980570310397746
P23,5,-0.75,0.05981702481203033,3.85598368703633,1.9731718803720606,0,Delta_mean x p11,-0.5601594152213293,-0.27712334799163385,0.5339103227963573
P23,5,-0.625,0.11648709188143924,3.5816446191259965,2.1981462541581656,0,Delta_mean x p11,-0.21153913997708787,-0.41801779460090294,1.2331968940969433
P23,5,-0.5,0.16247868663461906,4.105886517453229,2.048425581701138,0,Delta_mean x p11,0.07138980736538426,-0.1487788097314576,0.7678209762386962
P23,5,-0.375,0.0,4.815321721629285,1.7195027414455148,1,Delta_mean x p11,-0.9281389983180031,0.21557134009914994,-0.2545680244013898
P23,5,-0.25,0.0007585164158633306,3.3005866253265697,1.675128065078624,0,Delta_mean x p11,-0.9234727924115996,-0.5623629321823447,-0.39249757951898157
P23,5,-0.125,0.0,1.9783197487031554,1.793523755233038,1,Delta_mean x p11,-0.9281389983180031,-1.2414498054836487,-0.02448892665986967
P23,5,0.0,0.0,1.98962311474033,1.372032858601771,1,Delta_mean x p11,-0.9281389983180031,-1.2356446479653973,-1.3346066924277888
P23,5,0.125,0.0,11.966488438594297,1.0807573220645426,1,Delta_mean x p11,-0.9281389983180031,3.8882515925768044,-2.239976792235295
P23,5,0.25,0.0,4.106512858273337,1.3027900245736466,1,Delta_mean x p11,-0.9281389983180031,-0.14845713501006194,-1.5498338010970574
P23,5,0.375,0.31850767341831654,4.444911242400208,1.7281124508273575,0,Delta_mean x p11,1.0312416503496258,0.02533675234326877,-0.22780651351372128
P23,5,0.5,0.2368531308150037,4.082291855085169,2.0125844353167257,0,Delta_mean x p11,0.528923043907107,-0.1608965038047163,0.6564161440133739
P23,5,0.625,0.026376499426361333,4.91412599452253,1.7202653700146777,0,Delta_mean x p11,-0.765877279468522,0.2663150181977975,-0.2521975503410295
P23,5,0.75,0.26759393029365597,4.932953862930749,1.845941785952446,0,Delta_mean x p11,0.7180328602471844,0.2759845928610572,0.1384417412167911
P23,5,0.875,0.436711501348913,3.7506683693487437,2.16695033913608,0,Delta_mean x p11,1.758402445441258,-0.3312109539534712,1.136230808194559
P23,5,1.0,0.07130454993948376,6.932483423303432,1.594801212864464,0,Delta_mean x p11,-0.4894909939734254,1.3028985247100342,-0.6421770791121845
P23,5,1.125,0.002754979761136256,3.3674483041906615,1.9373849382481456,0,Delta_mean x p11,-0.9111910423284099,-0.5280242602801645,0.42267397336680884
P23,5,1.25,0.3282766679321467,4.429532645682423,2.0734867996978013,0,Delta_mean x p11,1.0913380951288376,0.01743864694149792,0.8457186181370806
P23,5,1.375,0.34686449901894845,2.7958931398723643,2.2002804726693004,0,Delta_mean x p11,1.2056858473864365,-0.8215622867694022,1.2398306734022995
P23,5,1.5,0.4031196789177841,3.347477836745866,2.412190803552067,0,Delta_mean x p11,1.5517538390869972,-0.5382806484081673,1.898510354169278
P23,5,1.625,0.27620082318248396,4.377592852710244,1.92740090604174,0,Delta_mean x p11,0.7709803424554883,-0.009236476086211292,0.3916406626306722
P23,5,1.75,0.06432838249238815,3.166295121807117,2.083245039709092,0,Delta_mean x p11,-0.5324066554738373,-0.6313320630349879,0.876050100272514
P23,5,1.875,0.35700842776584685,3.8678523432992753,1.897440496858252,0,Delta_mean x p11,1.2680887950919753,-0.27102786998005934,0.2985148925258371
P23,5,2.0,0.3069383937364758,3.116150636728303,2.2277349713028447,0,Delta_mean x p11,0.9600702952474516,-0.657085155839092,1.3251673359436116
P25,1,-2.0,0.0,13.14790137843862,1.0241296745104387,1,Delta_peak x p00,-0.8113365518720119,1.824964547856221,-1.3938712896727088
P25,1,-1.875,2.3210721874722395e-05,13.632053496615201,1.0101920693248159,0,Delta_peak x p00,-0.8111809988065753,1.9539335963841167,-1.4304638061942163
P25,1,-1.75,0.00019056925289173687,13.73971263203011,1.0062374260691267,0,Delta_peak x p00,-0.8100593993721774,1.9826119719163553,-1.440846533122064
P25,1,-1.625,0.0030646923597235087,12.188790129783554,1.0417447644800366,0,Delta_peak x p00,-0.790797669292312,1.569475290394517,-1.3476237125491104
P25,1,-1.5,0.24141275821454244,3.5124521367890944,2.180156451890246,0,Delta_peak x p00,0.8065577462223404,-0.7417385071971125,1.6412217831467044
P25,1,-1.375,0.2600229498851476,4.227489199911119,2.021918511718497,0,Delta_peak x p00,0.9312790874347925,-0.5512660374280253,1.2257756313187707
P25,1,-1.25,0.399532011689959,4.537164965679752,1.973749077749771,0,Delta_peak x p00,1.8662376094939648,-0.4687742185060195,1.0993090838124244
P25,1,-1.125,0.1788903976856956,3.163133397983583,2.208202201963913,0,Delta_peak x p00,0.387546873097213,-0.8347904710021745,1.7148545600305964
P25,1,-1.0,0.0,4.123241417995377,1.7466562568445094,1,Delta_peak x p00,-0.8113365518720119,-0.5790356923361821,0.5030877322804176
P25,1,-0.875,0.0,3.3141637508367623,1.8944643726001151,1,Delta_peak x p00,-0.8113365518720119,-0.7945588161667768,0.8911508784067808
P25,1,-0.75,0.02276902981919804,3.153127805171384,1.5216702585600919,0,Delta_peak x p00,-0.6587436077787957,-0.8374557733658342,-0.0876022571176808
P25,1,-0.625,0.4432950240676753,4.584914809033142,1.729013905434516,0,Delta_peak x p00,2.1595275280425805,-0.4560545553393353,0.45676858154752353
P25,1,-0.5,0.10331713617250715,4.310785780644689,1.8811275828534697,0,Delta_peak x p00,-0.11892821875323738,-0.5290773897705601,0.8561357741153051
P25,1,-0.375,0.020984912901233943,5.006477692864611,1.6415502072941508,0,Delta_peak x p00,-0.670700360230721,-0.3437581055640377,0.22713682081039777
P25,1,-0.25,0.5178296092630345,3.2586244290081026,1.9795367969992328,0,Delta_peak x p00,2.6590416435775692,-0.8093534503803038,1.114504464183526
P25,1,-0.125,0.24131275256415574,4.206835949413116,2.002120547049526,0,Delta_peak x p00,0.8058875307261318,-0.5567676762017386,1.1737970209626063
P25,1,0.0,0.07306064126858913,3.58234572238186,1.5611718713359222,0,Delta_peak x p00,-0.32170047879206487,-0.723120166197075,0.0161073399669616
P25,1,0.125,0.0,4.127488076802795,1.3955067073775136,1,Delta_peak x p00,-0.8113365518720119,-0.5779044620363375,-0.41883863306430374
P25,1,0.25,0.0,12.190567232253555,1.0352855946952029,1,Delta_peak x p00,-0.8113365518720119,1.5699486771795543,-1.3645819542211133
P25,1,0.375,0.0,12.411470276224875,1.0416626742892778,1,Delta_peak x p00,-0.8113365518720119,1.6287931071186303,-1.347839236422946
P25,1,0.5,0.0,8.996313523889999,1.1792050196661181,1,Delta_peak x p00,-0.8113365518720119,0.7190593676875752,-0.9867283799609846
P25,1,0.625,0.24655822730535726,5.032357696144647,1.4758286881722795,0,Delta_peak x p00,0.8410415289545347,-0.33686415782815754,-0.20795711001007286
P25,1,0.75,0.0,3.9388183572983526,1.3405438526497455,1,Delta_peak x p00,-0.8113365518720119,-0.6281625385726014,-0.5631409822060153
P25,1,0.875,0.15132553658988512,4.445309772234409,1.3783179391481073,0,Delta_peak x p00,0.20281334068364676,-0.4932427201529978,-0.46396692282729196
P25,1,1.0,0.19618321003508343,3.8932507951314,1.6252478650326216,0,Delta_peak x p00,0.5034394328153133,-0.6403008829395349,0.18433580007552755
P25,1,1.125,0.3223014426137222,4.020167663467484,1.8181120205118773,0,Delta_peak x p00,1.3486556131191823,-0.6064926083561423,0.690691425865619
P25,1,1.25,0.08822823828833037,3.8453359694766207,1.946633508191332,0,Delta_peak x p00,-0.22005063677243128,-0.6530644942986058,1.028118451430271
P25,1,1.375,0.0013039457925300146,7.849243232279038,1.2753466991689224,0,Delta_peak x p00,-0.8025977988816517,0.4135013446000346,-0.7343129937624379
P25,1,1.5,0.0,3.360449467553517,1.6056474513352779,1,Delta_peak x p00,-0.8113365518720119,-0.7822291688900621,0.13287585035702898
P25,1,1.625,0.3135790662335758,4.165289455874621,1.8915331063083252,0,Delta_peak x p00,1.2902001979388025,-0.5678348832636642,0.8834549788040349
P25,1,1.75,0.16979995207392795,3.0905381528483247,1.7736869555940271,0,Delta_peak x p00,0.32662474026881744,-0.8541284834599221,0.5740555404085985
P25,1,1.875,4.6708067515388585e-05,9.47463250087021,1.0929067486891881,0,Delta_peak x p00,-0.8110235248527813,0.8464745767468801,-1.2133003673608225
P25,1,2.0,4.406889537644787e-05,13.268961817146412,1.0171075511614454,0,Delta_peak x p00,-0.8110412119940362,1.8572127793693156,-1.4123075390313262
P26,9,-2.0,0.05303299767562286,3.9722519281418878,1.7947279661886772,0,Alpha_mean x p10,-0.8375831225475572,-0.004311262023119635,-0.2728284258734613
