label,task_idx,n_valid_channels,h1_total_persistence,h1_max_persistence,h1_count,h1_zero,lambda2,aspl
P6,2,14,0.48382380601184694,0.17950610865503658,6,0,2.1085991582138592,3.3735073133256006
P6,3,14,0.09498073493478343,0.08078094182260853,2,0,1.571464790862668,2.2474947921261794
P6,4,14,0.8565983406257085,0.23315335965791595,10,0,2.1679612584385466,3.4011264010469375
P6,5,14,0.3629943430635434,0.13422693994950863,5,0,2.61142387750277,2.3904778852879143
P6,6,14,0.17509066408906193,0.09945248876856894,3,0,3.904910948828932,2.2763831437091118
P6,7,14,0.018502858857611493,0.015052280357358727,3,0,4.0040896196283144,1.6321724038282772
P6,8,14,0.052937010873759016,0.03407526926904547,2,0,3.1068232965366063,2.164296459053932
P6,9,14,0.09442276308327979,0.09442276308327979,1,0,3.1899817369354633,2.5256342173146575
P6,10,14,0.4330898203220005,0.17992133053097525,4,0,2.049725545600209,3.2739363221982876
P6,11,14,0.014145851446611957,0.014145851446611957,1,0,0.9890839368137605,2.5645485190496857
P6,12,14,0.16108441093482107,0.10682312246428227,4,0,2.0398897889610748,3.3246507114305794
P6,13,14,0.17928998958447584,0.17928998958447584,1,0,2.5385180287918665,2.5026643164866607
P6,14,14,0.2662089526992115,0.1604090543646539,3,0,1.6420118188007553,2.837218074456189
P6,15,14,0.21053892327847845,0.07100800335171364,5,0,2.4626161782304448,3.0769763133179175
P6,16,14,0.36129984285834593,0.23064868072152878,2,0,1.772236620810232,3.1016543315750464
P6,17,14,0.22119258537498543,0.07295641950157905,5,0,2.41453755677334,3.208675988946045
P6,18,14,0.2159910671341304,0.15870701638613582,3,0,1.9027606345544235,3.1863685992802044
P6,19,14,0.22292354498556655,0.11500272689358193,3,0,2.498875737745725,2.7285805419571565
P6,20,14,0.6148577659169483,0.1948532377004618,6,0,2.332725961906763,3.004734048142755
P6,21,14,0.536879779423213,0.13671266036022645,8,0,2.532635742429364,3.1876951326666227
P6,22,14,0.3634360864925762,0.1438017895419662,4,0,2.256142012495059,3.074571281268834
P6,23,14,0.010745424032114315,0.010745424032114315,1,0,2.9091596454225854,1.8288073597021781
P6,24,14,0.03923214362547234,0.03923214362547234,1,0,2.107890667555947,2.573814072492703
P6,25,14,0.628193360015336,0.20388019086027098,6,0,1.9948195275098746,3.3427284174685408
P6,26,14,0.20093859309457884,0.11327629330108557,3,0,2.202357645440734,3.0866098238610813
P6,27,14,0.4930229835499166,0.1572528981848068,7,0,1.9632760584923992,3.607764264198276
P6,28,14,0.27327898107932747,0.10731458291847318,5,0,2.1020151110052265,2.8658013181063704
P6,29,14,0.1945602606945761,0.12416714366988679,2,0,1.577391329691172,2.555813996470641
P6,30,14,0.8777705766047409,0.26427820046419126,7,0,1.8354574919616087,3.6294948182680398
P7,1,14,0.40159006382919615,0.20564490263841084,3,0,2.618230363772415,2.4545464134418835
P7,2,14,0.14459173482978205,0.13437153391380274,2,0,2.2722480250144694,2.591850927253271
P7,3,14,0.07293299317408386,0.06338691016900866,2,0,2.097167304660692,2.0781054239550474
P7,4,14,0.008682316369440057,0.005198117197772856,2,0,3.647738914039023,2.0191683673679894
P7,5,14,0.0,0.0,0,1,3.4246119256465013,1.57529079263759
P7,6,14,0.3108059160451758,0.18350630341238028,6,0,1.8826483829205054,3.065611401030915
P7,7,14,0.14034524839569806,0.10961674225654405,3,0,2.2721405122259783,2.611154335058787
P7,8,14,0.008428199580953422,0.008428199580953422,1,0,2.6926402286004247,2.539454046989343
P7,9,14,0.18401954320377822,0.12650260173160888,4,0,2.3411183681590426,1.9864956617057745
P7,10,14,0.056593692419492525,0.056593692419492525,1,0,2.617587384011884,2.3417718897116364
P7,11,14,0.2982731134285471,0.2982731134285471,1,0,2.0528376141287286,2.545471551949851
P7,12,14,0.06064909996833989,0.06064909996833989,1,0,2.4155092358924053,2.278744216647103
P7,13,14,0.3222707992191812,0.16388187017063338,3,0,2.286008778267311,2.7936787668765506
P7,14,14,0.04394611152598615,0.03461330102445148,2,0,2.6092956149690707,1.6749321668181363
P7,15,14,0.015237633115292137,0.014358068048256456,2,0,4.799700583527583,1.7847500527306734
P7,16,14,0.29496311956713905,0.18573393885168,3,0,2.328796901648255,2.828309717585655
P7,17,14,0.013702750862466084,0.013702750862466084,1,0,3.3128364790307057,2.059942452052502
P7,18,14,0.16604027413935207,0.16604027413935207,1,0,3.4546935215797037,2.101579564103075
P7,19,14,0.11104076945723218,0.11061055588822688,2,0,3.4127071207955537,2.0908477710735465
P7,20,14,0.0729574875259612,0.0729574875259612,1,0,3.763339806777621,2.301151084501361
P7,21,14,0.2850714207464492,0.1320526889424236,4,0,3.087800070637111,2.3063783677934833
P7,22,14,0.0016426830466271802,0.0016426830466271802,1,0,2.6918251030818396,2.0112795540116033
P7,23,14,0.009291753073523035,0.009291753073523035,1,0,7.689886190922875,1.4179888623483896
P7,24,14,0.1498748030175745,0.1498748030175745,1,0,3.2752355650128044,2.0475642633506292
P7,25,14,0.0,0.0,0,1,3.360086176143742,2.470020013300194
P7,26,14,0.14855653111920808,0.14855653111920808,1,0,2.0281899384656383,2.3040102564448883
P7,27,14,0.0,0.0,0,1,3.9922612960781665,1.7148451499295803
P7,28,14,0.11395720497685968,0.11395720497685968,1,0,1.5387008376779212,2.9194987735615614
P7,29,14,0.0,0.0,0,1,1.7667455504189085,2.181304419458973
P7,30,14,0.0,0.0,0,1,12.005674416041238,1.034419429056706
P8,1,14,0.0,0.0,0,1,11.405487226939343,1.0775670705089957
P8,2,14,0.3503218021388447,0.2154978728481568,3,0,2.7024448893671575,2.6597582500842
P8,3,14,0.10113802783099624,0.04797595074609107,3,0,1.9011352986788097,2.2809267252039254
P8,4,14,0.15963776744220137,0.15963776744220137,1,0,1.938836899139273,3.0717849173717013
P8,5,14,0.08697830872656775,0.08697830872656775,1,0,1.6164649744274355,2.775884102493615
P8,6,14,0.2989244915515955,0.22386640967264093,3,0,2.6147431115730786,2.5137558659474104
P8,7,14,0.26067931773998576,0.13126215287170584,3,0,2.53635772333912,2.614957473526523
P8,8,14,0.2538306856748622,0.16937999694972372,3,0,2.591545177430836,3.2151981925281765
P8,9,14,0.0,0.0,0,1,2.5370206657103878,2.2880478585655504
P8,10,14,0.03191463786352289,0.03026062661982487,2,0,2.095789145752552,2.795074654121779
P8,11,14,0.41289482054956406,0.25475314664108684,3,0,3.489321002778593,2.430696455311756
P8,12,14,0.2889219316980446,0.2889219316980446,1,0,3.6553527859943364,2.2829274263561756
P8,13,14,0.0,0.0,0,1,1.6332575431534653,2.5414973958407723
P8,14,14,0.3859620892582881,0.20371432473607887,4,0,2.118459522070332,3.3621270281517943
P8,15,14,0.04568529132770627,0.03158099842658846,2,0,2.6611285439734846,2.308311539175495
P8,16,14,0.3357825220602596,0.11826894504360774,3,0,1.9550083539837542,2.5066242866647004
P8,17,14,0.4378905167911319,0.20433699255258353,4,0,2.6767402916301033,3.0376635587178464
P8,18,14,0.8029070304476311,0.23104582715988398,9,0,2.3013069171235903,3.113088181223748
P8,19,14,0.21069286195991133,0.1412902200709687,2,0,2.100361989122219,2.807242578212927
P8,20,14,0.05635375297923573,0.024358323986960695,3,0,1.6686607925209147,3.56967765699146
P8,21,14,0.1528813048588371,0.08445169874592406,2,0,2.2810840158036063,3.008742295591328
P8,22,14,0.0008473568882563232,0.0008473568882563232,1,0,4.460861397777023,1.401536273280155
P8,23,14,0.5522255549841111,0.19915596540752467,4,0,2.60478422624297,2.8544338679688863
P8,24,14,0.18704257663611612,0.10148105609549152,4,0,2.756777227109567,2.6859857927813295
P8,25,14,0.19459201759556888,0.138879729440041,4,0,2.5115986833753783,3.3643581925582815
P8,26,14,0.0555133343317602,0.024779479621956813,3,0,2.903472089387023,2.609464102849967
P8,27,14,0.13991754584447536,0.13991754584447536,1,0,2.4564147231421307,2.672246027282467
P8,28,14,0.49688694515615095,0.24428884620256497,4,0,2.2037855331043,3.219118438291974
P8,29,14,0.41821920696908044,0.23073284076951883,4,0,2.6824754262089208,2.928132304881692
P8,30,14,0.41603365692941774,0.14097835499426992,5,0,2.7628355133340916,2.755996198677075
P9,1,14,0.008773842945569599,0.008773842945569599,1,0,2.706772298063205,2.4963407534994864
P9,2,14,0.42842928639899047,0.13853257849728573,5,0,1.7225590220568372,3.9607240990284502
P9,3,14,0.36282484338330934,0.2171293365057535,5,0,2.0104078422982994,3.132367980463684
P9,4,14,0.22081788431964078,0.20867542456700083,3,0,2.966881378522856,3.013557854116421
P9,5,14,0.46630709882783805,0.23506319994530422,4,0,2.5100332503376066,3.2688228147689227
P9,6,14,0.1712892265449414,0.14151666878191882,2,0,2.4186841515085415,2.3032226479472273
P9,7,14,0.36511572815946536,0.12062955249533558,5,0,2.2794368415301878,2.970865587068298
P9,8,14,0.3283200113842204,0.1270627661030551,5,0,2.0773769951982404,3.311575444018528
P9,9,14,0.45586977010298035,0.248956392731552,5,0,2.6251663629843396,3.3575656112965024
P9,10,14,0.6226007585546618,0.21252348497879225,6,0,2.517228324741382,3.1647663040291114
P9,11,14,0.6171281352024204,0.18758433602214986,5,0,2.4874870768347255,2.9248078505216677
P9,12,14,0.18539114433476378,0.1716801116786637,2,0,2.451191196595983,2.6282138426082
P9,13,14,0.2466702697773382,0.10120860557057099,4,0,2.678027321024746,2.6424500544628073
P9,14,14,0.4639957616722985,0.24223128097504065,4,0,2.6219847790017132,2.788830003330946
P9,15,14,0.6324163146686296,0.21331828314625634,7,0,2.059118332806885,3.729977202641223
P9,16,14,0.39115641535763,0.16958933523258501,4,0,2.516855686280999,3.288187790423555
P9,17,14,0.5812815537753365,0.24255848846688366,6,0,1.8898019864492714,3.2277888552088947
P9,18,14,0.4093265715792712,0.15841615949623356,4,0,2.1977720154710365,3.2518762606456346
P9,19,14,0.40422476907272,0.1389017793571241,4,0,2.243509121626247,2.845251244594061
P9,20,14,0.1875996524405168,0.06490217365880946,4,0,2.2491196462833503,2.9675445740611064
P9,21,14,0.313173613725392,0.12432875728204495,4,0,2.8557880876449704,2.6557606538528966
P9,22,14,0.4227702462652466,0.14358719500390127,5,0,2.827233596914571,3.340367916337902
P9,23,14,0.24619398516727542,0.20137618298854454,4,0,3.5441994948542814,2.3902207749270286
P9,24,14,0.0,0.0,0,1,3.3124543199062906,1.9768492653280343
P9,25,14,0.18391351569352254,0.1719347081128183,2,0,1.7719691671606501,2.8066858899049847
P9,26,14,0.1531502179526547,0.11820258569842856,3,0,2.1235865070427398,2.470399989172711
P9,27,14,0.0,0.0,0,1,2.458311034745499,2.280982883702425
P9,28,14,0.0,0.0,0,1,3.820566984981444,2.291416060234166
P9,29,14,0.4099635745492578,0.21898186777034057,5,0,2.1425481519337235,3.2438020895374167
P9,30,14,0.2557318958569519,0.18769665446094763,2,0,2.9758724782943253,2.591973501514554
P10,1,14,0.23676413985053013,0.13774518845850503,3,0,2.4109146964850634,2.9141918387102437
P10,2,14,0.03664623905952591,0.03664623905952591,1,0,3.4842380198718175,1.8231541367882962
P10,3,14,0.0,0.0,0,1,2.3929048769852557,1.9769784848083887
P10,4,14,0.0,0.0,0,1,4.8644426091655,1.5215228445097275
P10,5,14,0.005671977916183346,0.005671977916183346,1,0,8.295340595654313,1.2759310650120599
P10,6,14,0.0023870122030736907,0.0023870122030736907,1,0,3.155016136094977,2.337431625428032
P10,7,14,0.012554286558789096,0.012554286558789096,1,0,2.873721995657654,1.7324444345356709
P10,8,14,0.26132514912443316,0.23262700259980795,2,0,2.7788434107690456,2.453995445822536
