label,task_idx,p00,p01,p10,p11,Delta_mean,Delta_peak,Delta_stability,Theta_mean,Theta_peak,Theta_stability,Alpha_mean,Alpha_peak,Alpha_stability,Beta_mean,Beta_peak,Beta_stability,Gamma_mean,Gamma_peak,Gamma_stability
P7,22,0.23,0.08,0.49,0.2,134.69596022537505,278.6133184275179,-63.99303895422168,10.731624360643526,25.150649993540817,-7.005530297236316,370.44667753542336,1785.2391157568131,-537.0737777904429,33.835231835412884,154.08751219675378,-40.28134634810586,5.29642276430397,13.463353239212514,-2.9388012793636293
P7,23,0.2,0.08,0.4,0.32,184.65182845829284,514.9792420013048,-140.7797039023404,18.866075438351363,39.12997594800143,-9.822906762602797,552.2144574109566,981.0047572698006,-199.86134845340476,17.091754427293225,36.004720409305406,-8.478427784062138,3.3423346937653715,8.547933883063838,-2.159671889652048
P7,24,0.22,0.07,0.45,0.26,355.36622862540594,1069.9708115131284,-422.393967787572,15.670026041130523,35.72941179328363,-8.887824262796585,645.6581966263268,810.341793746439,-84.9181040752666,38.945403316838515,59.177232689966914,-11.241540865454226,4.951826236790977,8.496435221709541,-2.176888883094669
P7,25,0.21,0.01,0.43,0.35,46.89616655934929,451.0142934979242,-79.83409773866524,22.34967117884612,172.93932922077846,-26.94341957140408,483.4661405510617,955.1634122934595,-181.3931243459275,35.78047950156485,100.90064349193348,-13.202035637595852,4.778383627090145,9.99126514383779,-2.3191496885065828
P7,26,0.23,0.04,0.37,0.36,77.87561503579083,255.37079117589064,-77.77980146685613,15.382229618420357,42.83302781677156,-11.67875318458094,391.8828246923222,1012.2986155486341,-273.3741248474036,31.724854003785126,83.97504181770546,-18.26148968561465,5.660377709601306,19.891067290333673,-4.896379461881856
P8,1,0.3,0.07,0.4,0.23,326766.7409407428,1285527.7742031266,-367612.8348967893,4167.778045901845,24338.86428854929,-7091.276798159629,122.4239581198083,566.9037894999782,-164.78327129878156,109.51894609474184,729.904972680056,-209.6828234189021,16.340657639533653,51.864174693199324,-14.01957907139004
P8,2,0.15,0.08,0.42,0.35,67.47996501995105,198.91751959561668,-51.89882210919943,29.74814100102479,111.08600974095481,-28.43410397481962,11.981776100758301,26.884098909883726,-6.403427002990065,14.669665495265651,30.962676936699864,-8.21417075449421,9.269290629867779,19.034012962696266,-4.012060249485846
P8,3,0.27,0.08,0.3,0.35,229.23852233990968,641.054103774577,-198.89285537380897,19.03591405192322,64.88722093984742,-13.628157151257222,9.898035264574814,17.228399952686914,-4.85206623313859,30.604153668759082,91.17467098369849,-22.549219975291805,15.139337690563202,30.606924992646626,-7.535803683057805
P8,4,0.21,0.0,0.51,0.28,92.61536177544838,202.08327260983128,-60.67191199710863,19.381265232476885,34.20860060757205,-7.094900670471025,14.649917743415703,57.79370023079571,-15.505202731750224,30.993606712947347,67.81385161047751,-13.99967025455748,13.249106712253647,42.4300362271416,-10.514377544001773
P8,5,0.16,0.05,0.51,0.28,178.63384656831613,371.67250325461526,-95.54233538907494,11.143089788056688,30.504237596844852,-8.50638167427941,15.46566645769924,30.49498954407595,-9.461101107080637,24.591685737043104,49.951035601335285,-10.835939640815297,7.960717997702389,14.083766241593871,-2.450458884657192
P8,6,0.23,0.09,0.42,0.26,284.73194822752066,723.2348351623506,-256.9933503636767,15.213027166130749,49.48213999959483,-14.812793098665965,16.25053586911266,34.8268761334365,-9.738126720023441,38.25030543808291,86.3913827253364,-21.099683955138,43.00860301018569,273.11338017627526,-81.6614181206648
P8,7,0.35,0.05,0.33,0.27,111.79021522167815,350.0241068538156,-106.01883256871014,9.229254281229217,30.91864930965509,-8.842199675341822,6.439630179144185,14.480894651667839,-3.220408318591921,28.62595172744266,53.38565090811241,-9.84025440088458,10.185116865290304,19.353272582369282,-3.984735297201801
P8,8,0.2,0.04,0.35,0.41,79.23711204173406,251.78662974659846,-73.53299238950987,9.610155467956096,53.23069841786511,-12.51448733344783,5.048953507952513,13.55627401587892,-3.6024414884062455,18.339294429752595,44.81691465408606,-9.659937431010816,10.378656445733954,22.076262587095314,-4.985494419067567
P8,9,0.18,0.08,0.48,0.26,200.4398102056144,466.56130814100277,-149.08334068077448,12.405769551717595,29.982610882607204,-4.254133274325677,7.640135037501048,17.369709110236254,-4.14839830084457,19.483475983920155,35.738763483142854,-7.840673640696613,9.538218998190512,16.90175658076854,-3.4481301965742
P8,10,0.21,0.09,0.44,0.26,269.98546457838074,552.8823108868553,-170.42941915141822,54.39449968952439,243.6575514816302,-67.27232384211682,185.73197039407455,639.1707219550669,-169.04123536237006,52.00900084920106,99.97995014210153,-19.469784574051452,14.307438890032634,33.07116458125719,-8.549024328015557
P8,11,0.18,0.11,0.44,0.27,134.75512932713755,501.8432139582322,-136.18336631688055,9.014925339515202,28.812407893381977,-5.844255271402618,24.03028495036135,81.889221943072,-22.88389989995122,18.776359737417792,29.655821634709817,-6.337869270260247,6.300456428742812,12.95900512081424,-3.1519928106486232
P8,12,0.28,0.07,0.35,0.3,147.36557897170098,769.0341464669133,-148.46993032097012,23.667234946049508,110.58746282523013,-21.136574787314355,14.442065138115089,30.01813981782638,-8.023097450198822,36.107880048136316,74.1903345278873,-16.492045700219546,23.69954048986903,80.37375342551329,-21.676591636326023
P8,13,0.17,0.06,0.42,0.35,170.8976962556938,343.3740868025958,-85.30537160203276,18.083278383949352,63.78152329872049,-17.439138060649064,15.839174739683948,33.02047269520449,-9.337286421894415,36.813616508578164,75.47539218346292,-15.06803739379779,28.423232184549654,122.64911557678516,-32.95851779551186
P8,14,0.2,0.08,0.34,0.38,253.17586540087697,467.250291723186,-123.4848292206146,9.772718204104294,27.162717000101978,-5.8665828669985665,11.594868389809285,23.072996039118898,-6.507232161385307,17.635526502643586,42.31985645174746,-9.481825503796196,7.678299265204315,21.801642495464577,-3.240521917485162
P8,15,0.16,0.12,0.38,0.34,65.82232630472555,248.60934766729343,-70.8854560377819,16.277766359200243,60.47845928690076,-15.889808863648701,16.14730207411939,35.947725335872214,-9.413349842507738,56.141386790621496,147.2436676493656,-44.99411198049722,7.366475451608483,11.480323832160298,-1.7714311112524133
P8,16,0.16,0.1,0.4,0.34,241.78383588805883,614.4448369046405,-185.28276883931062,24.509940590186005,59.10063638511203,-15.09501332208697,7.214604242237683,16.043249018382404,-3.916342400233144,29.583203995284215,67.77171370516645,-17.41688981936223,14.186573196824595,35.238151700772164,-7.755794437121775
P8,17,0.18,0.04,0.47,0.31,42.99052235141061,203.52382197955785,-43.20249534559017,10.746516229327959,56.24100944283609,-9.568846227904583,12.79515102993511,28.86800204551416,-8.027953787608954,23.418018299736524,38.655448313914206,-7.830528914237143,11.706681467408107,23.066720396047955,-4.961578788478818
P8,18,0.25,0.07,0.39,0.29,135.78845688595703,403.0803028870727,-102.62917772722395,21.770698252438184,71.33005456148294,-16.63358597601852,110.85992080918828,202.55905772906294,-46.46735763660257,65.71816310849164,140.17665108240004,-31.160864439355343,6.854188109618855,11.863422177288728,-2.2205355806867635
P8,19,0.24,0.04,0.41,0.31,75.77530664232054,160.84148405493988,-38.856279688983705,25.587434639189514,71.62655571824403,-17.871600150681672,272.24249059280316,656.1513909459104,-187.4265001467095,63.50754760213516,146.19857880750826,-31.480096501828317,12.471865564375104,35.04138365260938,-8.357054880922856
P8,20,0.25,0.07,0.42,0.26,120.05833138364859,537.0911436437441,-85.81636034182026,64.88579465110125,191.58620525892525,-63.65262525484214,172.5008660358855,352.09941452878263,-93.54989301946466,76.67651882135621,146.1776326017978,-32.31352863782961,9.844584777369882,21.865086228977155,-4.696620991833718
P8,21,0.16,0.07,0.49,0.28,280.1628389211902,889.6125159141466,-237.84630689437034,17.2933815824782,37.353848629574884,-10.834334079866373,112.62796410310624,245.73163791375032,-75.136045548775,68.60511822892147,168.16162044129703,-49.73228914352578,10.295375329148449,17.30600169424531,-3.516766795938198
P8,22,0.21,0.08,0.4,0.31,2767.7101013812476,11402.47906770097,-2604.8113687730506,23.04672359333702,47.00192468908088,-9.34875154461869,141.36877375407718,411.21201589107454,-142.8154020550934,40.330661453653775,72.57051363574395,-19.556146727205004,7.6294445157895385,18.920795947951852,-4.5258384616565985
P8,23,0.22,0.11,0.38,0.29,133.09748370877588,467.7107137675061,-104.97215983956869,36.0189462593905,94.12256275456824,-27.276846349774083,130.1460962334503,287.0642827301564,-82.25526676764133,38.86384315684519,73.03537640824145,-14.121492550949808,6.521164847449241,12.414953335898575,-2.731692523649785
P8,24,0.29,0.04,0.39,0.28,225.7130587117021,813.8823337705076,-228.44350235564426,37.659169023539775,154.1649626059148,-40.92019904766907,46.4804804029455,112.6882911362404,-37.681011856996214,32.89723990774884,49.31731674120755,-10.082777651738049,7.723418039276931,17.46445122647978,-4.308438088961212
P8,25,0.33,0.09,0.29,0.29,387.7953602398195,1701.815492981535,-505.8276402113815,57.383497343512374,146.94655640548723,-34.88857839951782,71.09586473693167,192.40323056581076,-45.708330057937005,31.01082057981687,80.64104333763629,-16.928407763853116,6.629364147831357,15.448664989894274,-3.2245670687046353
P8,26,0.32,0.02,0.35,0.31,134.81524645802105,456.1926524905856,-127.56973494408454,8.633992074037884,31.59844121594812,-7.857578132696359,25.99595727909236,72.17874692652182,-20.52631305284357,34.66547583806177,55.56372454210421,-10.84865344436699,7.440747333479334,13.698652236461466,-2.886079324803972
P9,1,0.21,0.08,0.32,0.39,155.03944261647425,582.904560228819,-159.55335314227978,3.6051375979039673,13.22362334391136,-1.9021745537455699,10.887485188367984,38.458956309974994,-10.394672514786444,62.2367562162398,129.8855865124432,-23.400195065746775,29.71893226403737,57.79499798881965,-13.667677820129018
P9,2,0.14,0.04,0.47,0.35,113.43813521405389,704.4082488664639,-193.03101703545235,6.817298305163334,25.538913779167753,-6.821306092135695,17.924608321465282,59.75049109677572,-14.848186147832719,72.83825648669657,140.4878867878414,-32.646062055627254,24.8128718334805,44.51100679051308,-8.75323885502348
P9,3,0.19,0.06,0.41,0.34,34.13745045904836,140.08604395933958,-38.093381788470246,9.004354680544393,19.707989838180136,-5.376955185781253,10.813696476012446,25.480090665108378,-6.404002932177425,62.07039097421274,128.71031216248858,-28.655934283245113,15.646219810270031,60.05163390362881,-11.53706143576382
P9,4,0.17,0.03,0.42,0.38,19.198430687874783,38.90469079270144,-10.888106991005829,6.657778318464472,20.179730302755946,-5.491134315302,3.6576271630795194,7.4374443629268665,-1.5846231911601558,30.094421447016952,85.35155841682597,-17.560849983004736,18.755444928005534,49.74493166481097,-11.739690863923023
P9,5,0.22,0.06,0.43,0.29,18.873030113406706,53.31788720821426,-10.904682141447715,3.768808327809852,8.816836035657595,-2.482262184148038,34.92518117727262,67.50935375449262,-19.27234941364437,42.93240523676681,79.76257332682539,-17.0202906385061,15.897832570902704,39.521731481012736,-9.545185099942312
P9,6,0.21,0.05,0.41,0.33,434.7080500427202,1366.2546725796515,-278.96958371100953,9.843789686263918,21.644887546626517,-5.611640251889676,39.575014039499095,115.1785876134002,-30.494980018837204,45.61615931428617,86.02801666939104,-19.699511170787996,14.441865722180736,52.921097297080486,-13.126507601912172
P9,7,0.15,0.05,0.46,0.34,95.463265780825,287.26701572619066,-76.01423293742302,13.955787494569318,28.728885948220523,-6.828524560766389,7.746459877079468,28.972443147320064,-8.108057344676084,52.838902227914225,125.06744827503555,-34.58422015400973,19.957834640571708,43.49680405999764,-8.922044573621637
P9,8,0.22,0.08,0.46,0.24,405.08965905267826,1629.6913290164866,-346.12551497163474,11.164744979834287,30.78529115630773,-8.138589042938236,14.714967435120835,38.79160703558178,-8.882561200121945,44.873329794098126,101.68014950994194,-21.67159799958369,13.366017723272769,22.129902107449094,-4.9195499239552865
P9,9,0.23,0.05,0.37,0.35,48.9245245502883,157.15107930926212,-47.910250433245615,4.374842241866356,11.34473921602087,-2.868847018529832,31.877045106357283,63.14154231592889,-16.857808058205215,34.29645050058584,52.39807444358891,-12.455629451506127,12.03835848088761,30.14823404016977,-7.461562706449254
P9,10,0.22,0.08,0.32,0.38,731.234065770062,1270.1800287161698,-330.4189655971754,7.53617677643553,26.73360784382526,-6.777078666504615,9.275747234627996,37.25541660162847,-11.210109898460653,47.26838412647078,98.87490586554318,-22.918748923974928,14.379610429579692,28.662622390773706,-4.588885637589485
P9,11,0.23,0.06,0.45,0.26,247.1357108796483,394.23237114466514,-89.52996674453533,6.621141661977173,28.15103030526921,-8.623598701615308,9.521419309164042,39.25237839770726,-11.137959433795766,70.74383588401237,142.22641074336087,-31.518163048705528,19.581907411735568,53.99560764420333,-11.475040737039405
P9,12,0.21,0.06,0.35,0.38,215.03150139352041,869.4431010320501,-193.39562886689467,10.319653496446806,27.354911306452117,-9.114047874736736,9.672927958928877,36.69079687031496,-8.648735789300641,50.97936226828463,112.4275211831307,-25.047752987151593,28.711097905190186,71.65476301948831,-15.335510095328448
P9,13,0.2,0.1,0.37,0.33,17.031598254967605,65.24252287783067,-12.640907641150154,7.1692118301207195,19.117966257892036,-4.436782290325484,38.710886800178834,163.6265183790238,-44.189206322071655,42.352890360366175,110.28112376163648,-24.253810489099056,12.820168890218405,26.378469101262667,-5.421996410485161
P9,14,0.12,0.04,0.43,0.41,280.1452204752285,2091.2028305395734,-349.5638942277452,12.999159886528798,28.55065890895253,-6.353540465136353,4.770455692601488,14.152066790060559,-3.518110344817687,52.42306178810643,106.02263001317769,-19.474334575841056,31.580617783008957,85.5633094427962,-19.10897114743748
P9,15,0.29,0.04,0.39,0.28,31.923372129646346,123.54144566690832,-31.029420325473936,11.300679473797759,27.470381393912056,-4.494076039412085,17.41997209462466,43.173318808748235,-12.514451334677643,34.57340586723233,87.3823498865178,-18.99879170055066,15.092682733494478,25.086321241590728,-5.177675410231283
P9,16,0.23,0.08,0.41,0.28,53.53394017304533,114.07113678510137,-24.422320379965818,6.496018789556435,24.961198943666822,-6.265003429534031,7.697445780519908,33.395425342695816,-6.363079504626986,42.46606766646946,69.55523347735678,-12.638207883475154,23.210085654644942,51.339579673423394,-11.6082192339878
P9,17,0.2,0.12,0.38,0.3,132.66051373652334,361.03062545078785,-97.64929735182177,6.2011926695651445,12.58289688577825,-3.5979575474028294,5.0449828200448685,13.544490097930549,-3.327980227394923,38.74166618963809,106.4703422999496,-21.734351235780537,23.74909277002258,60.229983034860545,-13.085228113301707
P9,18,0.22,0.09,0.41,0.28,51.095781655357285,91.16142392010082,-24.7020158052956,8.049299861771892,34.36397502930025,-8.627967538115685,8.452584734202622,19.247755733421737,-5.600164986856389,38.857433097480296,72.54872283400462,-12.173104457169975,22.688014405925124,45.08996998744658,-12.044092508828
P9,19,0.23,0.02,0.48,0.27,863.2234348466754,2157.7589032827636,-814.7523843202821,12.777207930889098,30.90387253964113,-9.507136496774473,9.202937833167038,20.370041569901097,-5.13024904481661,35.521690318464614,77.08557328607667,-22.111256919059024,12.039162446653968,29.818685740433946,-7.15239379240519
P9,20,0.2,0.07,0.48,0.25,101.93086603795737,256.95990751357675,-72.21619708540939,11.134532612684145,50.229379098508616,-13.36984040470464,10.353487830667596,35.40068522454543,-9.49871708309259,42.13299787691053,68.89833652496493,-13.277179416475267,17.807845140437692,41.71648845649108,-11.129167950070975
P9,21,0.2,0.05,0.45,0.3,53.83468117943001,118.727456745609,-33.08056673140265,12.399597499073572,51.19963202998589,-14.317676309706902,20.671532768537983,56.630903070301386,-12.974220952224478,26.845118755570688,55.248163424706306,-10.808305047208416,13.393000434433219,26.69699662781312,-6.223872527397231
P9,22,0.22,0.04,0.48,0.26,126.92573441660166,358.71280118569234,-101.9503101676828,22.453363946241065,58.53134732309141,-16.602179827942397,9.031722856278474,23.289938281008055,-6.826754749122471,41.42273190825918,70.1459601809252,-15.177293160414896,18.879860609439945,32.82951393547246,-6.367601110249234
P9,23,0.22,0.06,0.42,0.3,88.71437592217296,315.998948778321,-77.83691948252613,13.36200838857169,58.78990112602341,-16.16779056672014,11.19846570652544,24.590363624488457,-5.698623864235375,48.96131176437663,79.75710300234334,-15.554311987408534,27.928619980857242,56.68344086585046,-13.137216659007708
P9,24,0.2,0.05,0.36,0.39,38.71229242964114,171.28334808994163,-36.06886411442365,5.487593707530249,15.323586163021869,-4.196192177934287,14.087578441701325,30.68896499666269,-8.663868338266868,44.34827403890898,92.01795841139898,-17.54202562884248,38.56919439185238,67.4317392298868,-15.336023066901594
P9,25,0.18,0.06,0.38,0.38,97.16555368138887,249.00237825845804,-47.07733300403232,8.66794137156197,32.57786597670489,-9.26801434086427,6.193708510431027,14.354399171787517,-3.6946022598394443,65.96687952740191,164.05686489436374,-35.006744296379864,44.12242674609124,128.43924883528524,-25.158960917217588
P9,26,0.21,0.03,0.41,0.35,35.09178087525931,89.243805369607,-26.255745244114088,5.6082159337622155,16.074380740157196,-3.6488060465111896,27.402323852677974,53.201098676215146,-14.583895518106347,73.0440640351018,136.34406972477734,-31.831492665090746,42.522006515806495,101.19763678756982,-26.978829057933726
P10,1,0.19,0.03,0.36,0.42,56.72723980612741,163.33867820699822,-45.6912977809653,8.347985834406108,26.867165248807005,-7.591463149701722,13.062128452612669,34.28751192529757,-7.757738695755937,21.05054281925112,54.27479311304632,-11.378976841482958,8.238719783012792,25.88461115748482,-6.071953101705878
P10,2,0.24,0.04,0.4,0.32,1486.2689159202992,8043.525088173575,-2383.194459893401,223.49707756506274,1022.6240987977428,-289.72030938307853,49.841276599476046,122.34955459773767,-33.36953366720791,39.83647548273149,105.72398714459797,-21.055531892382117,7.577364976099725,15.700761195477215,-3.896916082334022
P10,3,0.25,0.03,0.38,0.34,2952.4825794274097,14171.225382668354,-4748.18345353336,51.7767094383352,279.00725366711134,-76.87864434715124,14.084460507809222,58.831344151221444,-15.880891741711727,18.781867514652863,43.0740128850693,-10.082540736907912,7.312890071238034,13.500880383652982,-2.7368401290440865
P10,4,0.26,0.04,0.35,0.35,2542.698544347642,10251.006227543234,-3170.1693689487265,86.17177090701294,487.2962921099603,-133.02587759714103,20.945471237408494,92.37928567699197,-27.701432775526417,26.031455353127782,69.2165212066885,-17.187391797393,9.289227954666838,24.833192355253722,-5.975198119919611
P10,5,0.16,0.08,0.43,0.33,1682.7746786605226,9022.335968614781,-2659.686175718646,189.59182300211287,1175.768272358972,-342.0088197383613,27.484846295074988,129.25322037785398,-34.84326858694201,33.40315833728791,53.96967950348303,-10.847218089874165,6.772527739733294,14.992244562951077,-2.7505490337648064
P10,6,0.17,0.05,0.36,0.42,172.6009429991575,789.4449738490573,-221.4029277925035,40.72546507345752,213.75701200076946,-56.92229944697485,12.707534840916546,32.48299242663656,-7.631632905492172,17.81809326074232,44.51386149337845,-9.82391669636173,7.383144734235793,26.881435877583797,-6.101166153621393
P10,7,0.15,0.05,0.5,0.3,444.7137956661857,2078.5210704909714,-434.2207981794704,71.16680063678862,470.57491916249694,-116.51592556349783,23.877578246959217,89.82613539691947,-27.141820463797206,21.37741377440115,58.55313731075398,-12.692446694585943,6.064030999170569,17.850490330915726,-4.867005388308498
P10,8,0.17,0.07,0.42,0.34,120.40415362973027,406.651679913734,-103.85649740916745,8.979411692069052,17.581666776377894,-4.204912429550318,11.646222771889333,31.950198809372445,-8.575928613639018,21.755354401114154,49.15151310360936,-10.051000626555666,9.51896892887579,23.06415613567571,-5.8858780986422685
P10,9,0.23,0.06,0.4,0.31,92.50098407937791,293.7489922251011,-81.64501913339053,19.074445605963625,77.74427874665531,-20.153743644908104,14.513390136544864,43.64806991369292,-11.485552783587906,26.57640304228991,51.55014991087815,-11.516238093186116,9.866135149064165,22.437464089714027,-5.086642512108853
P10,10,0.16,0.03,0.41,0.4,229.34391110775178,1162.7188991108214,-332.3824936380383,40.81332254968198,216.79080120615404,-60.47923191643079,15.900217837722291,42.39567847606552,-9.664520812812563,27.56620763859622,60.38671111729702,-13.885877342198155,9.063236963154274,23.723417333091156,-5.381067853992372
P10,11,0.17,0.06,0.45,0.32,271.58647700744905,1455.1585604596419,-271.55474107487237,17.198026354090427,69.17215910921449,-13.342172294878106,13.971112467354395,27.54663981172905,-7.519284436408339,31.932534206017355,58.50547918505923,-12.596485342352926,6.668769245991399,15.922530534102895,-3.9697537718532745
P10,12,0.16,0.1,0.35,0.39,4577.600240852796,8769.103899833233,-2733.2405231837865,520.0687886430585,1341.2939790606429,-424.20530958285764,61.6214753362922,153.70515908355702,-50.56274680124595,45.65464588806093,110.99352421291948,-22.965541159285635,9.054843786882431,19.57158601493883,-5.048961574298493
P10,13,0.16,0.06,0.42,0.36,711.9697775085834,1950.2531366196513,-648.1341454890302,122.01546881590876,456.46751011580034,-136.68387159791783,19.47328373071386,58.13566813341964,-13.946569069705491,34.07574532219098,86.68992814697842,-20.750510814442098,7.94762011392697,15.176036447957866,-2.886921695177185
P10,14,0.17,0.06,0.43,0.34,42.927857108624536,140.3012666966555,-37.15457814739167,5.486965001107922,17.01683606420411,-4.274774843076556,7.366983051875106,17.629118418138262,-4.079288012282936,18.11862782071436,36.97692226775382,-8.39245370139319,8.999086717203753,21.36728028875028,-6.261705094196684
P10,15,0.23,0.02,0.32,0.43,101.20123593235861,300.540848222647,-84.68728658293261,15.986433964655163,34.31029913810011,-8.659992373477825,11.479968392613069,38.896158799626996,-10.339811875916274,26.692599441826143,48.730883917592024,-11.240786354576196,7.272765725343101,15.84253247968268,-4.325194391077657
P10,16,0.14,0.06,0.39,0.41,117.2729950988811,304.33182171480394,-99.99622147477002,12.727946453551816,35.274594717601055,-8.854778789088567,10.816830989943622,26.175289323028835,-6.343892828305846,32.34491452015165,99.74342775093328,-19.675893763640723,10.874144305568997,19.099051759504924,-3.7022869735012804
P10,17,0.17,0.05,0.47,0.31,387.23181489698175,1700.8280251914712,-485.57280536480283,43.64258662116515,188.67995802265614,-56.499275041631094,19.702164481740002,43.93653548280517,-14.123871013143864,34.763441743493,94.99316605402225,-22.309216849878585,8.803652783982233,17.28667860433102,-4.439494971584215
P10,18,0.16,0.01,0.55,0.28,614.4906688312738,2619.0238693167707,-730.7236361308342,82.73870435086685,477.0493020681298,-131.97868338934472,28.410491452882436,105.65388226831091,-29.375813820704092,27.840046553531963,57.77863694288348,-14.33559638366499,10.26477558328882,18.431158222842825,-4.789524778959291
P10,19,0.24,0.04,0.38,0.34,366.5384189194293,1996.7738647143226,-584.4317768733847,65.9042406018431,355.12796524175644,-98.9242590857519,34.344954207186184,116.51041355645546,-31.40950438048795,27.125691577817705,84.18869133436783,-20.096965103003253,9.065837847276493,17.825232025124556,-4.917655597318365
P10,20,0.27,0.04,0.47,0.22,1372.9204552731474,6400.953847161388,-1807.866719837637,139.7354982239682,551.8478953146197,-190.95262669661727,11.887314111860437,37.46705327155506,-9.253806524864903,33.02593075165645,63.344935792289064,-11.64821691688191,11.108889298117425,22.87682523427112,-4.381188282881862
P10,21,0.23,0.05,0.4,0.32,290.2792452830403,3251.6402204482238,-577.6300060376819,16.661180837951925,51.675075650130076,-13.815729148075732,11.435416473268045,105.61918638709963,-19.589355620615144,19.901646470071725,57.5639709932817,-12.107975298897031,9.163506387595907,22.505225924563256,-5.459513206359093
P10,22,0.2,0.02,0.43,0.35,106.89982172095603,670.9401103563158,-122.57853127373144,12.284183743653161,44.64259356716437,-9.407414935355934,8.76542854460489,30.336151328369,-7.3210603967221894,23.349870448876185,64.0142514333831,-19.163938357995633,8.546979410188282,26.066488200793398,-6.5517447127073085
P10,23,0.23,0.02,0.49,0.26,7131.813746250427,23888.759935961825,-6113.847118236724,126.70598194816394,723.7970484019841,-201.53188388980084,33.41833450345444,100.02946199748291,-24.18432997631266,31.299324758816734,78.07715539330937,-16.32048096747297,17.59938737174428,38.022953547459636,-9.28281179815217
P10,24,0.2,0.05,0.43,0.32,348.3687605884271,1010.8975436469882,-299.40933288869417,15.881013482939293,47.476094699194775,-12.145369099030445,28.427838415063377,76.17613772544078,-21.40971195561016,52.14127426522883,139.03049479748682,-36.47868878518413,19.935572315873927,51.17949002553907,-11.659078368755134
P10,25,0.18,0.05,0.4,0.37,519.0007059603194,3348.4415896796627,-826.2963698226317,17.143654839776254,185.7952667497814,-28.01077571909232,16.07581132049322,93.8928222809246,-24.296197193993752,23.73841208855973,54.19497238324046,-11.238357681073946,5.0123438044047095,11.386176677730571,-2.520346110202448
P10,26,0.22,0.09,0.41,0.28,218.83234313037303,470.1574182446423,-164.18232057420985,13.739278901126509,39.08135913493894,-10.356190058519312,9.366295315975437,35.31488418241993,-10.073132768986826,17.09656277825116,30.47637337108962,-6.226744023601481,6.078616472066939,15.224020506868907,-3.650704246295574
P11,1,0.21,0.02,0.52,0.25,1388.0658058472036,7315.608214990523,-2105.137632129142,124.83253390425546,441.3527495770446,-115.1070430765314,67.16798931521433,281.10812463225363,-74.66430383689051,139.36701225833087,350.7793285544482,-85.82292407698517,52.09392422065435,90.58227391587104,-17.403639637059534
P11,2,0.19,0.06,0.43,0.32,352.7462006626356,1336.7721861510945,-392.8965571230106,39.991324346736356,170.8790248531012,-32.257986386631494,49.860229426074696,103.80561884447923,-27.5104395127757,85.65644468433408,143.14827570063406,-34.99060790617793,27.46249949463298,76.16554358978095,-16.127850479112137
P11,3,0.15,0.04,0.44,0.37,2044.1146076070759,7435.139438077063,-1902.30794892066,80.67432049425827,158.1948083331235,-45.3401967932358,114.89212770367398,476.30526266983475,-143.84829374650397,155.37945654219862,324.8229018359576,-66.48088165926677,53.14549324903475,113.39723016439655,-27.321262793714503
P11,4,0.21,0.09,0.35,0.35,168.55062966512844,415.9126919024694,-106.30149722814824,57.28967162954089,223.98777675945766,-58.722183326112024,53.56700853533299,91.28042637550297,-22.054752514233073,78.99357860216327,141.04078658215977,-31.684447045778782,27.374472076359393,54.391405463992506,-11.037148236069143
P11,5,0.16,0.04,0.54,0.26,85.24330558058087,289.91568983670027,-87.72601901104977,16.403794896674817,41.91048266696944,-11.821481020638682,12.783150213532338,48.4462110656513,-10.114679540339083,64.36182383560616,160.29922338735508,-40.87723956240747,13.021162932219621,23.692547413885215,-5.508156156782583
P11,6,0.15,0.06,0.43,0.36,700.9783547979974,3506.3118905160118,-1041.9691680924698,110.10657907933393,389.84059958063773,-100.76353054534921,28.224016552959586,74.12188492381965,-18.86032949539101,55.73724301239932,143.05462458493605,-35.447258366246636,17.511837665174745,38.639284106771626,-8.141421572725866
P11,7,0.28,0.05,0.44,0.23,94.31766507812083,205.40762971464488,-68.65065054786523,15.430502424172605,30.636756418218756,-7.385197325580839,17.70216311635079,82.87894063405912,-14.694861727739598,53.413305750234294,96.19416329242905,-19.49338808433183,21.098110355612164,46.80095855628595,-12.317307358746268
P11,8,0.26,0.0,0.41,0.33,690.1593419302425,3506.8701196592865,-605.0788187895614,62.41729341426511,201.68565953373133,-51.23207176254159,14.78157304671349,46.00367608783857,-10.56673115973212,112.87697160191833,388.01720020873995,-100.6197969590128,19.945520385138327,60.75093458597756,-13.35774223349451
P11,9,0.26,0.04,0.4,0.3,80.2331834571841,179.07502550176113,-50.15071263509709,28.35302423205546,52.62717698407644,-12.513181899165922,11.070579913514479,22.537635140848124,-5.541182108911224,43.58631740131902,104.90855914973068,-22.212903112519488,23.314068465888475,50.62408934922992,-9.675628540903963
P11,10,0.21,0.07,0.44,0.28,213.65929013095356,336.4019730210201,-82.31870325306379,23.811170697424785,56.16132159705998,-14.405037553067139,15.949063807503059,67.63043302228984,-15.741604007069016,67.81144696737664,122.60183341660593,-24.977308695945748,15.793806444958031,26.599161397290388,-6.087390372698496
P11,11,0.23,0.07,0.35,0.35,61.067159358087835,263.726695100245,-55.51191341703705,48.40547563433909,131.09220267861082,-34.45684581027534,18.457243825662715,42.83787757707396,-10.411735025242828,91.79142067844955,219.56592354029988,-46.10427263326701,17.162659945620835,77.82368046897747,-11.678783135661885
