label,task_idx,p00,p01,p10,p11,Delta_mean,Delta_peak,Delta_stability,Theta_mean,Theta_peak,Theta_stability,Alpha_mean,Alpha_peak,Alpha_stability,Beta_mean,Beta_peak,Beta_stability,Gamma_mean,Gamma_peak,Gamma_stability
P1,16,0.29,0.16,0.33,0.22,4054.471486712769,14799.81127832671,-4053.5018289522745,168.4929114247325,855.0164107455155,-228.26398768931608,86.56977308061403,315.4657087693437,-80.68147149719847,506.25640409771125,810.4821954117822,-188.7258607788428,449.06459342030007,1160.3003191269052,-281.23059220828776
P1,17,0.26,0.25,0.27,0.22,12129.663740861912,20562.094925603844,-5533.907475448154,385.42192681962194,1796.705292813123,-474.0269032831964,279.2189681509678,750.2674721610813,-197.78400943020907,847.0368589959367,1822.1270884201074,-436.3847973735062,567.7863915833109,985.9426599428339,-246.93214192407044
P1,18,0.31,0.22,0.26,0.21,2660.8038056232363,7277.155899228483,-1929.8941984980802,133.55713490831306,449.9310684747617,-123.64722435038786,51.07464564486306,112.52646954057997,-30.05513013895146,228.72828719905363,399.74504150583874,-93.00803756679214,186.55477771211122,508.06581356411766,-134.11580830718012
P1,19,0.29,0.25,0.24,0.22,3717.4091931848247,18734.860991238915,-5648.2087791739705,28.73943866889178,74.99301425543521,-22.845986227654166,76.04808702053725,245.38373189603465,-68.2629780043316,283.55058531286454,469.01699116528414,-78.44069328572947,261.6028046784767,586.4588103920303,-163.35290015512106
P1,20,0.35,0.21,0.27,0.17,12654.528289962489,34555.9576439551,-10928.865044265349,123.49684042028449,483.7272027301826,-145.00578331688806,29.660765649997167,100.3370192212098,-22.35846683072853,461.1349651375891,881.178571116546,-191.0174548112667,366.18536536291924,821.3317516522702,-251.38819143167916
P1,21,0.28,0.19,0.3,0.23,13933.223121676443,34996.37414414462,-10747.902142205401,89.59589197540357,333.78287450680267,-89.63166100659278,97.36210838837194,233.69267467878032,-63.83102096815657,571.3747546129828,1616.5451110714857,-356.1827068830008,866.8987052570751,1656.723680265342,-410.7548106451776
P1,22,0.37,0.2,0.22,0.21,7707.017166277181,42007.64329620975,-10686.51963094483,123.05041952295926,375.8260802736154,-109.67592970497608,65.69333310288964,170.22430577180367,-47.3909461209316,504.1881921598173,927.7297923314927,-182.9110788499999,710.5209664719634,1501.9165522998499,-326.4593416331474
P1,23,0.31,0.22,0.22,0.25,10346.287580090273,19111.525032176363,-5851.721716632594,158.18116164336587,552.2106194324426,-138.11756296863535,54.938415151754754,125.11730430757726,-26.99764712532344,650.2151313926335,1366.511155817024,-279.6549083864822,718.2820175887729,1399.0034233252086,-236.83597171624683
P1,24,0.33,0.11,0.25,0.31,12244.637689423605,25651.70542433358,-7725.036911801859,104.39380634493524,321.4013519070851,-95.07420848631241,92.4530564011779,195.9263858422778,-58.56478522377749,616.3572023419214,1025.784673353558,-215.45777675983095,924.3117997168856,2055.3915030248045,-439.20640140447034
P1,25,0.32,0.16,0.3,0.22,6919.499292911996,29412.630739708475,-6838.690978510076,168.531918763325,553.5038421444146,-179.04584729126728,59.55704109913367,158.64187942903274,-47.71463318525234,790.0087495509513,1822.8916083891759,-408.0964653632668,630.612717104905,1700.5307087913634,-379.5454709179993
P1,26,0.35,0.2,0.23,0.22,14080.270991215957,49761.78760086514,-17714.59814495763,198.2270031829244,904.6427759781948,-276.5705703662728,97.56684048022572,241.36456479504824,-58.482497108974684,764.8896212545965,2172.1655956037694,-486.5579570163096,474.01550784670314,866.6662162049345,-173.1382181914334
P2,1,0.36,0.17,0.27,0.2,161.57235293608437,635.3737160769927,-173.89473651045668,36.790472994507184,89.8628365602006,-20.343988561913854,191.42220067417048,343.04585558906945,-87.18456426559106,28.258912276519386,74.34421250233333,-15.4984780421807,8.087954010430382,16.39640993842188,-3.4462459685785234
P2,2,0.2,0.32,0.3,0.18,1211.02110620695,4146.046646285249,-1427.0662840337648,32.391987160465575,108.56798805637973,-27.035475535204167,236.76154011573655,336.3851069020325,-82.82048524127644,24.61429632880425,62.436719954007295,-9.59531402388769,8.526584179541167,19.684137649814485,-3.6900522439718544
P2,3,0.34,0.17,0.28,0.21,711.8888696392856,3489.3720937486587,-983.2171781364178,13.941737403487831,43.01884465618757,-9.701912955534372,189.14988009424445,365.56199045773167,-97.96641336871278,23.737536292156854,65.13564659120632,-14.542785353332963,3.5772244288200055,7.171772982512518,-1.6019207060149503
P2,4,0.34,0.24,0.18,0.24,704.7783552119444,5208.497550137997,-1093.8157495744344,38.80639399476941,254.38083585291923,-39.11261137140643,17.41629516521524,49.90331844346564,-13.279364210536048,25.832476289923832,54.369920601006115,-12.54282381277166,7.51925131584404,29.656338425264398,-5.028334463911424
P2,5,0.37,0.16,0.27,0.2,1306.86946890227,6328.986556808184,-1858.6753668716942,76.80783511686684,410.00450337907785,-116.67819626875277,5.519890164670189,15.245884124393706,-3.6595002302268274,19.950890442662768,49.847272882453936,-9.065926908592962,11.855261805050185,27.050575540495664,-5.934380527688251
P2,6,0.27,0.13,0.32,0.28,1076.279204316656,5756.105319556753,-1744.3268677361334,48.57212821253651,254.21825710031845,-73.50623887373337,11.307057872421625,22.017776292412634,-5.294022560214906,23.90843091360403,63.43451172343391,-13.939928888260914,9.215388692694765,22.467680130779627,-6.610254989689703
P2,7,0.38,0.16,0.26,0.2,1262.2820969464892,6336.469629765449,-1883.6900585109329,68.53698483678382,340.39543881373527,-100.63508177636557,5.330468198567784,14.04101808193557,-4.029455753454375,28.988846229831942,50.169365748029925,-11.41061295123416,9.054913210422578,19.16144923339996,-4.139131978244534
P2,8,0.36,0.13,0.28,0.23,1369.2374187498608,6315.98364896023,-1812.7333985402945,64.23005694831323,350.43502214906766,-95.7789052957498,13.931588141641493,36.43306811493863,-9.317570797786807,37.98830056269712,84.41155884430088,-20.55009152135928,14.913555114568712,34.2919111777767,-8.758499561699821
P2,9,0.38,0.14,0.19,0.29,796.7548646029211,3545.6889160690516,-1014.4172112772311,51.122944857844736,214.48532188309474,-58.396978095394644,8.563991899212613,19.399711171848566,-5.537269825853038,28.81722932935218,57.52945235720294,-9.736634283983868,9.551279621810693,32.70389478372806,-5.9635926069910035
P2,10,0.33,0.29,0.24,0.14,1600.599300860571,7886.968621203701,-2320.454037814197,93.15363344391375,503.0203772514953,-142.2328196404176,12.048005126556422,29.59174014603903,-6.20184807549874,25.518895801344293,52.74632528668403,-12.329079437234174,11.27572504394717,23.025598877834277,-5.707092748987022
P2,11,0.38,0.16,0.18,0.28,1135.0322462776576,3798.27324192821,-1155.859777225692,14.451399362377161,35.17909689106785,-9.271032737474773,106.6393127761619,333.7872187165415,-91.33682888993697,25.235184055600975,94.86030672882629,-23.428603467279878,5.167717392256318,17.71180308297338,-3.414618790997725
P2,12,0.27,0.24,0.24,0.25,60.231235628526676,197.4070370638832,-47.299568504799424,22.1485937340826,42.401838956154364,-9.738423257594654,164.00771812603838,454.9081509236876,-107.81267888780935,22.373556139712253,50.669657794817184,-11.91520328539461,4.624550818766069,15.98761115811655,-3.9164521775726007
P2,13,0.26,0.29,0.17,0.28,167.41371885898644,296.43818246147373,-88.26308156648972,19.490816574375664,48.73029625972231,-8.112068195363989,217.13964035273506,402.8963783329463,-103.84618071920823,20.432521301512452,41.43350536546302,-8.728435205591154,4.467194073732268,8.27651922300813,-2.1228197064663537
P2,14,0.38,0.13,0.31,0.18,113.19618833107198,198.60828185668578,-48.34268402875365,9.907060105412588,46.00588835839824,-12.300128582167638,32.67065457161965,130.96807755610445,-27.61207147031345,14.855496170798515,32.540823806736725,-7.829090098325469,5.850140637713788,13.115869674785285,-2.854861554764634
P2,15,0.27,0.19,0.33,0.21,266.86624605871356,711.7054450346885,-221.3214165463161,20.050612558203056,59.238691268027864,-13.216003325467161,111.08636701738757,274.9211322112732,-71.98437113141895,19.874111038979123,34.30390735948262,-7.8493673486186335,6.301111666515778,15.790657193455488,-4.079994877252357
P2,16,0.38,0.2,0.23,0.19,78.1258666882795,231.5095506704785,-49.152976090846344,25.211133396448435,83.61572014536155,-20.091032046948435,51.28842553062466,345.4763332218902,-66.28733324204002,19.574620269121752,49.48347333811792,-10.706081744489897,5.72784751801684,18.031879316216116,-4.782267172031464
P2,17,0.28,0.14,0.27,0.31,944.4522048055574,4333.129217044346,-1097.4575202350518,30.068227758629913,122.87629209256099,-32.52509252096357,20.07040044816772,92.93002051066877,-19.295475832307375,25.30211718356585,48.44996101051767,-11.435902792967912,13.088505862840364,29.538437991071298,-6.700988290511048
P2,18,0.26,0.26,0.29,0.19,1568.5490669559329,6614.22574329611,-1975.627405907725,24.371692086893777,81.15687232280877,-21.18971051425119,7.598419755923015,31.445164881268326,-6.081688523457744,11.602702481112859,21.417700439351407,-4.287457189587853,6.202006615495467,14.636404811378792,-3.0026281384556035
P2,19,0.33,0.18,0.26,0.23,45.147585454342405,153.3327474796442,-29.016748779578702,18.78283408122063,56.14190656332764,-15.949722124117057,185.90452558107984,595.2239099598805,-159.51618007436574,26.390825811195704,58.86412312360355,-10.610932621392685,13.692862778081828,32.56154330755578,-8.754028270850178
P2,20,0.36,0.14,0.26,0.24,96.10987413469459,228.05689684946364,-44.201781382511115,13.90074899284455,33.888742553022794,-8.391273286519176,144.62819292090944,418.5688931237695,-127.08858988162989,15.628556243463091,32.55810654966129,-6.709355222097514,8.959246333988947,20.03424880669606,-4.402178202298645
P2,21,0.27,0.21,0.34,0.18,55.775087544940526,175.48785231277853,-37.83798339414541,22.73054526594764,47.281617243985124,-11.221673470076247,174.8922763131075,329.0184413923674,-84.3677481961342,24.87757738565325,72.57755476840627,-17.391742031542005,4.5493846143393855,8.832132570501486,-2.0730141746897837
P2,22,0.3,0.21,0.25,0.24,155.27188717126052,622.4863759272416,-169.43454147178227,16.966850447174057,37.64041181585783,-8.89313469636457,170.1105810055721,380.3742279205255,-103.40524660605445,17.52721014580262,32.342716907337085,-7.534669295979982,5.785592547254832,18.480534002744655,-4.473773028587516
P2,23,0.35,0.2,0.26,0.19,112.73572331597212,216.55386638010722,-75.40776246183292,32.53597716565583,149.00337209605868,-39.835955693633586,207.2014005942663,494.04424082303177,-116.26450893188819,20.640327223155985,45.501517666585805,-11.916660590437601,6.711087204094313,13.945544327034597,-2.2414564976930667
P2,24,0.25,0.24,0.35,0.16,66.27169634353675,225.99577395958835,-39.81464135185384,29.964566920106904,147.07451101419838,-31.47584199462729,153.15848302834456,377.9838163061611,-110.34951358006434,18.12622986533084,47.87856700400597,-10.365138518851207,6.58749723874154,14.470548193317946,-3.374987099907313
P2,25,0.38,0.22,0.29,0.11,58.118610813844285,172.04368473104483,-47.06966657705091,8.985029885089169,19.36952425325099,-5.11234851386474,66.17030492064671,358.73131829800246,-73.20755702439352,14.260385309447477,38.701041773074216,-6.452993119993198,4.881513004493248,13.488658492911338,-3.735457169937687
P2,26,0.26,0.18,0.24,0.32,109.75974295252296,205.2552354905365,-50.13430937645888,32.852399893552914,123.08144949558228,-32.655048877818345,106.79917914156874,165.88781373688616,-37.36973187843185,33.1425468362577,77.08036954843907,-16.918415006015366,5.626634138809941,15.308600486384599,-3.476524340302369
P3,1,0.36,0.23,0.2,0.21,251.8172558139704,579.2104603648656,-150.22398592723457,16.243119040988496,86.15363230606116,-19.97734403030459,237.979501550273,449.3943594281225,-133.6178708534009,69.39797182242613,119.8620668150855,-21.669178211978522,8.742033016544248,16.78253921557024,-3.9565369951921054
P3,2,0.34,0.29,0.22,0.15,66.95992498844716,192.45233536456607,-46.31175043169532,35.454169123333,126.76314862135564,-27.997749560399264,182.9619783568745,603.1965716573955,-175.8171983459123,40.45123693781232,86.92655247503734,-18.0520019459435,4.351222770533727,10.172323852436953,-2.847009510099765
P3,3,0.36,0.19,0.23,0.22,1305.2825161393616,6044.333646560102,-1844.6009595136193,71.86728187437369,197.36128422718792,-52.922387280601434,255.4992416667469,618.1028375017631,-154.40290989025243,48.78586313378034,97.69591915480704,-25.49856810047644,4.294385714426861,7.559321087000815,-1.5095562987595763
P3,4,0.33,0.2,0.25,0.22,558.7979487451958,1446.3943426875044,-403.1464037349012,19.92340000189374,65.65154051136238,-14.936168794218137,117.29971376935266,340.4184230795371,-82.5024893607628,41.61224483410797,111.60605843126547,-26.148164066222414,5.4499095751900635,12.518740455540431,-2.9885972796233875
P3,5,0.37,0.21,0.25,0.17,1330.2668053003117,3572.9363167448564,-1066.568859692123,92.29583992928406,450.39630575962065,-128.00265895868634,65.84959359414236,357.0538820472898,-73.4567297416504,28.147778577526566,61.95928276393374,-12.468306110346171,4.079146865694915,11.807674572172939,-2.9329213310560713
P3,6,0.29,0.2,0.27,0.24,176.1746365580535,622.4760374548009,-166.66628114834424,23.344193900355638,100.42561005788413,-27.093044656803468,118.56224116218343,340.02234604334126,-92.49477328509928,49.274886896043604,88.39242251734535,-20.513146276953744,4.822307795160992,7.711317055993321,-1.4799450145280508
P3,7,0.28,0.23,0.27,0.22,1409.2013900601191,4232.230826673529,-996.2421084756487,133.46953001960335,350.03298401606116,-97.5168816227989,116.46417587512786,172.10487462094892,-42.65327043214996,50.33431076866769,127.27536094311631,-29.380165718545317,6.134250774462897,18.329349004638768,-4.5884016886740735
P3,8,0.35,0.18,0.37,0.1,768.155232562365,1359.7306512627074,-298.45604380727116,25.605755679025943,65.34677132806229,-17.969153825723176,140.99771602511186,390.83053814832545,-99.84414306668964,34.61646582922255,92.2306747381965,-25.242403228390945,5.155943023979365,10.168769572154773,-2.654186642819602
P3,9,0.4,0.29,0.18,0.13,125.96953554179528,278.8664441836609,-74.59713215126725,28.970563681946636,137.206639462758,-40.02790954363109,17.305195312790627,29.300805784461854,-7.9379304260252495,68.31963172029592,118.70692753965925,-27.208245253689988,4.882346455263475,10.454175020122431,-1.680283573640285
P3,10,0.24,0.26,0.3,0.2,841.8222098781891,1859.5687808440252,-349.10302395049,31.923355039745267,72.64817418822221,-15.921767307975722,137.40620362345356,272.2586644121111,-83.56348402609474,36.0859049756082,80.17145078376733,-17.649694721018037,6.307954725278677,13.949163861639411,-3.2587545665334914
P3,11,0.33,0.2,0.2,0.27,417.17950121919716,588.008020136906,-102.39695309508626,22.179434047473173,43.77284448314059,-9.336728947137008,73.7954504165675,408.3509799682012,-104.46631131389228,26.98797286076602,47.621961636871205,-10.481638765243346,6.387144876819284,14.044854946111347,-3.7105986410330627
P3,12,0.38,0.23,0.21,0.18,66.13057350421617,135.36108314520843,-28.108678551930566,17.63879358924565,33.23685034489702,-5.6155118006830405,59.22965510415278,153.95456798624855,-36.45089609020019,35.121500053360315,73.34566564053296,-19.485576220733737,5.603107842612799,9.115077382858189,-1.55324255252194
P3,13,0.38,0.18,0.27,0.17,1122.4133823849706,4188.900862499613,-1173.8667936299028,107.36358459300526,462.29780858013186,-144.27229137945767,133.53146198772268,432.0488771036697,-141.7967011697899,32.8232819439441,74.64388570672061,-12.478250014998618,4.514305592770756,9.40681609401434,-2.4191876307097786
P3,14,0.37,0.21,0.17,0.25,444.34723683453996,4508.97518551152,-837.113699189484,57.24290388782197,503.0000468574573,-90.30003462965428,85.76261191453848,562.904528759807,-114.10804598959015,44.66978537230591,97.1476149172903,-11.333485046723391,6.0921561100772825,11.605920106165346,-2.8933552858216665
P3,15,0.47,0.14,0.23,0.16,486.2947064122144,2022.1540905275745,-551.871743446081,65.54721320248717,213.539512841197,-71.26769465171232,86.1817953278295,195.85069435260968,-56.23048273278067,47.34412496475848,116.08190987085307,-28.647020711742794,5.7038291909838605,9.970898847703175,-2.3718730150244833
P3,16,0.35,0.19,0.26,0.2,47.667738546109824,106.96169079269218,-25.235601300615937,22.48182032487984,119.11678672584773,-20.443238288573113,133.07454054578233,506.68388304127615,-129.47331829816187,44.35163998617263,92.45038943165285,-16.361899462865544,6.254644269204158,10.947991461581491,-2.7379989644085327
P3,17,0.4,0.23,0.18,0.19,837.4823782123573,3578.01248608339,-1065.1629412476248,43.67658246818699,138.0817039813089,-37.401373057775245,37.27397423406834,205.97936442480596,-52.062600687593964,24.455749148937368,42.96421151120376,-7.501036487127322,5.287760568925224,14.046956237038053,-4.073355782730029
P3,18,0.25,0.28,0.24,0.23,48.88969189085141,107.82042398331342,-35.54874365033329,36.04703574528837,62.50800737845328,-13.912753337483332,221.14740051494312,525.4706276172417,-119.5622785716047,70.15827687442321,149.45354742728625,-35.06529024762295,5.754621165079119,12.941348186566934,-2.655026669235042
P3,19,0.41,0.13,0.29,0.17,110.41816645498777,200.32177318488695,-49.91497095855801,35.01935145129597,117.13999530885872,-31.77243719319248,186.0322860234418,377.58034979579224,-89.49175753841938,77.35843490568266,145.8563765683432,-24.441793654229368,14.653615819292769,26.509222259401216,-7.209471221716349
P3,20,0.3,0.22,0.26,0.22,32.637020509378324,105.3574022676559,-23.631991261088913,28.901412581573357,85.60849902549286,-25.08797637162718,174.54349854966065,576.6083553530266,-131.17959608975056,54.89905911369033,154.12773965554362,-30.14221610489321,9.21709465333632,19.736619468583818,-4.314640609942601
P3,21,0.27,0.21,0.29,0.23,30.77596059951712,79.00114244633757,-22.518698509125905,20.299442564758092,50.04703458286587,-13.736390929596192,145.78179384582066,309.50022019990183,-66.79417800142099,52.79620403036722,107.5823738505087,-17.389749615003907,10.143789792421781,17.97322345026849,-4.251030773788421
P3,22,0.31,0.2,0.3,0.19,37.306279625523345,118.44908256535601,-31.167802129200645,26.051102258138265,93.97988323925415,-25.396577908590032,138.61590325277763,263.00958501190127,-68.76373179667196,34.355162135563404,69.4096900568767,-15.003902533923151,5.399235219438442,9.991181263321295,-1.7076257489612046
P3,23,0.33,0.31,0.16,0.2,74.75429804999757,177.31932334824614,-59.08550267828748,17.537784676889782,49.55461914561714,-11.739852345967533,144.2083582540625,292.60623576668,-66.26548378306772,42.652043528642864,80.74162457865484,-18.797251786209067,3.898081138436819,10.1174643981485,-2.466304005839439
P3,24,0.34,0.24,0.24,0.18,47.46668447556605,114.53124062864848,-29.787110096528988,83.4136451037703,428.6834272441025,-121.89006953801567,273.58495682761384,871.8965375677888,-231.98084077825325,43.83938393396272,69.70039319381074,-16.28006970281996,3.7489930780676763,8.025477479679747,-1.985726425517939
P3,25,0.27,0.21,0.27,0.25,25.79036638583251,78.6531955231484,-18.418040763629715,31.15254034626572,99.13758140663717,-24.77301475198575,37.62798114603634,127.97430688957779,-36.031471629538956,29.84355156699673,49.67901072445066,-9.156846984826066,4.5478912324013,9.071313459821171,-1.8115624227178337
P3,26,0.33,0.31,0.18,0.18,84.54249398117568,178.46092819319054,-42.36348028103298,23.244926960449266,55.09288808053954,-12.855233011438392,120.58846334043447,212.69438233594556,-59.91224695360915,36.16526619735233,85.47463076142576,-21.459287036003893,3.787068376831116,7.4076386177713465,-1.6206683206226233
P4,1,0.1,0.11,0.27,0.52,66.2944261458569,141.02328430750245,-35.345789550711324,13.195986017170869,28.924413381752846,-6.953503006763695,18.57846218272193,51.41878927652905,-14.787021143827111,32.81874596462455,63.629031767102475,-15.696664555810377,14.180615433150198,23.62094715502068,-5.326705090406579
P4,2,0.15,0.16,0.3,0.39,258.13027191426767,1505.504652164169,-257.4554772595658,27.879111751291454,106.094486238725,-25.643391175861883,6.937250274989429,27.435744681309476,-7.124952624954696,21.398825770959366,42.37524909349686,-6.540121632209373,13.152426096807249,29.309417831853786,-6.139785945830125
P4,3,0.11,0.09,0.4,0.4,174.0474249650559,529.65864920107,-156.7021952488552,29.973942099600446,99.68733015897271,-25.03233821682187,43.77944479509575,126.2058838670267,-42.17642227527459,38.49749841185526,71.42026775752836,-14.685504846935238,10.757691129972274,19.757891593145615,-3.5265721233213023
P4,4,0.14,0.12,0.29,0.45,50.89487689870347,134.14093834340463,-39.85480690124224,9.953571644631033,25.04440122433185,-7.587627839747039,13.40892723997122,33.73782923750591,-11.026564269719652,24.717724479575093,50.0818745102684,-9.706637749436531,15.197451350294141,36.64572286286714,-8.69808027509428
P4,5,0.17,0.14,0.23,0.46,28.921375713715282,131.92816645406717,-34.240359083289746,14.123278552123416,26.84116679203829,-5.822015533003374,9.607037301783777,22.027284320834738,-4.430592011772806,29.818995171683312,47.31708677881126,-8.358957499846175,12.356584385662412,36.341814042146055,-8.39783383364109
P4,6,0.1,0.15,0.32,0.43,102.39765727836895,423.864009211297,-127.28652352218145,12.992770605446957,36.07214888716322,-9.774165303024105,50.35986598670199,233.17754553987956,-64.57194065001599,31.61732801333229,89.44524751765884,-21.629609752270067,10.759847203852905,23.374726583154594,-5.2514106266515
P4,7,0.18,0.09,0.24,0.49,83.29743168325253,180.26138987512513,-47.59501620243653,4.665269022343463,19.24451795221193,-3.605076723261558,9.685316510050248,40.12115136841297,-10.823813548811534,36.4044637614781,68.73914963231914,-15.242279325716854,8.575800095382107,15.072676158917012,-3.1833516422024255
P4,8,0.07,0.13,0.35,0.45,27.817909531185606,114.1349657681229,-21.713156846895643,7.661271808222198,16.674577677566756,-3.593610695214814,10.524975153634989,24.510108591092433,-4.58088708788956,25.566546841900283,43.13514290821014,-8.822327699477455,13.646848383924123,36.84154801306076,-7.793347180059859
P4,9,0.16,0.1,0.3,0.44,117.11104166830256,287.416689568086,-64.3732084674907,16.697659013989497,65.38683012993751,-15.972545895238786,32.36161297239244,78.65208382021196,-19.490970248641496,55.742778278755424,95.74751749056782,-21.730722563034387,20.047775463379722,56.398362515915736,-14.518371654858624
P4,10,0.13,0.08,0.31,0.48,137.82926360467656,646.6150103528191,-134.2835589128178,29.114911467596933,119.607617778595,-31.564371250256617,44.52980534118393,87.10997980373637,-21.319013205896212,38.74226182381791,86.00722837169887,-21.054258732166517,7.34151718892593,14.246432299560064,-3.342626001958852
P4,11,0.17,0.09,0.3,0.44,94.63601265419629,208.25655391579556,-52.43533710286781,19.438556050539475,43.54458211018037,-12.724739820304901,23.450587096645968,76.13908145367895,-20.381033084528564,76.12994230743028,157.2005518383699,-35.29554831957815,10.167487204053977,28.890285437895624,-7.616254151168369
P4,12,0.08,0.13,0.35,0.44,121.59116767650347,449.1406148651925,-138.24476733884143,13.238727720453005,33.615611924031754,-7.37486012203689,33.797670603942194,96.72047851497175,-21.910986244077254,44.23129331143679,121.95379395583146,-23.90187297366726,8.504939273421801,12.521664017595526,-2.449355020250046
P4,13,0.1,0.11,0.36,0.43,87.75782839117036,316.62440916962055,-92.32815980439291,14.959224726114176,50.079262862992465,-13.814333782458949,45.893291648802894,121.11257340075453,-34.551862563660464,45.018849749082335,80.36647328532842,-12.971689657699763,11.997582155296048,32.85305736592963,-8.162297415768215
P4,14,0.13,0.19,0.34,0.34,108.54719408092585,177.7643160394788,-50.381212319468574,39.36458135046419,99.13964027859193,-24.401411584840965,97.96247919017404,175.23321325678108,-56.65519738317601,69.08950061370804,133.72756263587982,-30.98671595885652,8.75036171950625,15.899134931597228,-4.39411143372897
P4,15,0.12,0.16,0.28,0.44,77.9764418230036,384.8722139515161,-68.78822103578774,29.946237238683924,105.92057340238583,-28.855951252548657,38.239682041664736,96.61347010360029,-22.749500895137267,90.95486270201879,203.62439843507198,-60.526379501783005,7.376195738577416,19.27019174595545,-4.520457492545679
