condition,iteration,metric,median_diff
random_fake_quantum,65,delta_aspl,0.08532245299826613
random_fake_quantum,66,delta_h1_zero,-0.07142857142857142
random_fake_quantum,66,delta_lambda2,-0.4367080109888073
random_fake_quantum,66,delta_aspl,0.10784839211304942
random_fake_quantum,67,delta_h1_zero,0.0
random_fake_quantum,67,delta_lambda2,-0.05804746680629469
random_fake_quantum,67,delta_aspl,-0.06415076336354941
random_fake_quantum,68,delta_h1_zero,0.03759398496240601
random_fake_quantum,68,delta_lambda2,0.1310789641688923
random_fake_quantum,68,delta_aspl,-0.08482188589600037
random_fake_quantum,69,delta_h1_zero,-0.14285714285714285
random_fake_quantum,69,delta_lambda2,0.2206395145489095
