label,is_sig_session,n_stage2,best_pair,best_r,best_abs_r,best_q_fdr,top_h1_zero_mean,rest_h1_zero_mean,delta_h1_zero,rho_h1_zero,p_h1_zero,top_h1_total_persistence_mean,rest_h1_total_persistence_mean,delta_h1_total_persistence,rho_h1_total_persistence,p_h1_total_persistence,top_lambda2_mean,rest_lambda2_mean,delta_lambda2,rho_lambda2,p_lambda2,top_aspl_mean,rest_aspl_mean,delta_aspl,rho_aspl,p_aspl,top_Q_Ricci_mean,rest_Q_Ricci_mean,delta_Q_Ricci,rho_Q_Ricci,p_Q_Ricci,top_abs_Q_Ricci_mean,rest_abs_Q_Ricci_mean,delta_abs_Q_Ricci,rho_abs_Q_Ricci,p_abs_Q_Ricci,top_E_Ricci_mean,rest_E_Ricci_mean,delta_E_Ricci,rho_E_Ricci,p_E_Ricci,top_qricci_cross_any_mean,rest_qricci_cross_any_mean,delta_qricci_cross_any,rho_qricci_cross_any,p_qricci_cross_any
P19,1,7,p10 x Beta_mean,0.5278740785199616,0.5278740785199616,0.01901988554765749,0.0,0.045454545454545456,-0.045454545454545456,0.07508960548047908,0.6933121455934068,0.264418801245465,0.29614356910709155,-0.031724767861626535,-0.09499443826473859,0.6175475919174654,3.080920951053719,2.5838804771460127,0.49704047390770656,0.3561735261401557,0.05337938929012549,2.579705918635832,2.794708844200533,-0.21500292556470102,-0.2943270300333704,0.11438288816004179,-0.011373230871744237,-0.010460770772406446,-0.0009124600993377918,-0.12124582869855395,0.5233214598378129,0.011373230871744237,0.010460770772406446,0.0009124600993377918,0.12124582869855395,0.5233214598378129,-8.205542334537121,-7.583897700265117,-0.6216446342720037,-0.25294771968854285,0.17745448920423734,0.0,0.0,0.0,,
P2,1,2,p01 x Alpha_mean,0.3754353726646793,0.3754353726646793,0.04581327780415381,0.25,0.09090909090909091,0.1590909090909091,0.1812650562607229,0.33775240802533685,0.2741137422269031,0.22976051757077964,0.04435322465612346,-0.021158142294773374,0.9116354924673656,2.7364069854640882,2.5855017491221544,0.15090523634193387,0.24849833147942155,0.18546010138233066,2.476416640756409,2.5296933463250046,-0.05327670556859543,-0.06518353726362626,0.7321863531135642,-0.004428844792819013,-0.003180519210668625,-0.001248325582150388,-0.06651835372636263,0.7269076460133549,0.004428844792819013,0.003180519210668625,0.001248325582150388,0.06651835372636263,0.7269076460133549,-7.514750961277003,-7.675896317072161,0.1611453557951581,-0.020244716351501667,0.9154364690235783,0.0,0.0,0.0,,
P20,0,0,p01 x Gamma_stability,-0.31780788872425747,0.31780788872425747,,0.0,0.18181818181818182,-0.18181818181818182,-0.15860692422813255,0.4025192976393742,0.24458248161450336,0.20015016250222734,0.04443231911227602,0.06213812316043969,0.7442744331338342,2.7860438531446516,2.9429504299292417,-0.15690657678459008,0.09632925472747497,0.6125912726882877,2.3594978114594047,2.5029374873503047,-0.1434396758909,-0.09944382647385984,0.6010917668848579,-0.012924074085944075,-0.01216368226119724,-0.000760391824746836,-0.09855394883203561,0.604367932284345,0.012924074085944075,0.01216368226119724,0.000760391824746836,0.09855394883203561,0.604367932284345,-8.404555396693906,-7.861978165728171,-0.5425772309657351,-0.23737486095661847,0.2065692052299541,0.0,0.0,0.0,,
P21,1,1,p10 x Delta_stability,-0.3776533042867261,0.3776533042867261,0.03963863794964338,0.5,0.13636363636363635,0.36363636363636365,0.2777139390705282,0.13731219331515937,0.21322288650657226,0.24922465708151817,-0.03600177057494591,-0.16633413851280154,0.3796832055723659,3.784514362641339,3.361830591303025,0.4226837713383138,0.1474972191323693,0.4366773237583306,2.141069904354411,2.5611732751211225,-0.42010337076671167,-0.17463848720800887,0.3560018212196143,0.008182703827752692,-0.037403919863260096,0.04558662369101279,0.5577308120133482,0.0013637828214433274,0.05300740103037817,0.037403919863260096,0.015603481167118072,-0.4042269187986652,0.026726869121390134,-9.011019057904685,-7.965094834075495,-1.0459242238291901,-0.3090100111234705,0.09660340031087067,0.25,0.045454545454545456,0.20454545454545453,0.26316136402251894,0.160004735528785
P22,0,0,p11 x Delta_mean,0.2275066936118706,0.2275066936118706,,0.0,0.045454545454545456,-0.045454545454545456,-0.22526881644143723,0.2313537042552524,0.4560852271547404,0.33488157914971717,0.12120364800502326,0.07052280311457175,0.7111457528980899,2.745855552409368,2.9973829692276457,-0.2515274168182775,0.1657397107897664,0.3814126631130643,2.842426344850554,2.717449813665692,0.12497653118486207,-0.04293659621802002,0.8217581863628631,-0.07380268220744124,-0.05340122356953709,-0.02040145863790415,-0.046941045606229144,0.8054365152598832,0.07380268220744124,0.05340122356953709,0.02040145863790415,0.046941045606229144,0.8054365152598832,-6.909452419025356,-7.8413642683363545,0.9319118493109988,0.10878754171301447,0.5671608241245691,0.0,0.0,0.0,,
P23,0,0,p11 x Delta_mean,0.307424265367654,0.307424265367654,,0.125,0.0,0.125,0.31622776601683794,0.09467610100466277,0.13955808418130533,0.2710242637633666,-0.13146617958206125,-0.21527093596059108,0.2620802790301181,4.023824066233683,2.7244746041289005,1.2993494621047823,0.43793103448275855,0.017501087829550795,2.144793301043677,2.542832240049567,-0.39803893900589005,-0.167487684729064,0.3851576059296902,-0.0024549425557999125,-0.0022282446127822268,-0.00022669794301768574,-0.25200147992600613,0.18724335343312323,0.0024549425557999125,0.0022282446127822268,0.00022669794301768574,0.25200147992600613,0.18724335343312323,-8.197986854785675,-7.716322959618582,-0.4816638951670935,-0.06798029556650244,0.72604772366202,0.0,0.0,0.0,,
P24,0,0,p01 x Delta_mean,0.25390242776511923,0.25390242776511923,,0.125,0.0,0.125,0.3110855084191276,0.09426914703651273,0.1969472868987922,0.2999870055724178,-0.1030397186736256,-0.3325917686318131,0.07252779961817897,3.167080206005417,2.693877993890741,0.47320221211467617,0.1568409343715239,0.4078453205840992,2.505242399348905,2.550903163947788,-0.04566076459888313,-0.16929922135706338,0.3711247449621318,-0.0018129055933838877,-0.0015566212565372736,-0.00025628433684661404,-0.0046718576195773085,0.9804525192051992,0.0018129055933838877,0.0015566212565372736,0.00025628433684661404,0.0046718576195773085,0.9804525192051992,-7.8918263424169295,-7.56755208011943,-0.3242742622974992,-0.15773081201334815,0.4051566075320582,0.0,0.0,0.0,,
P25,1,2,p00 x Beta_peak,-0.4021484447665969,0.4021484447665969,0.04108510938986515,0.375,0.09090909090909091,0.28409090909090906,0.2428419060287845,0.19599740934381318,0.10417367305506296,0.18146889377142422,-0.07729522071636126,-0.05685632861774919,0.7653796825142287,3.4648231240270344,3.411999667629691,0.05282345639734354,-0.03982202447163515,0.8345038040366158,2.2354811026621904,2.2325864100277495,0.0028946926344408652,0.1532814238042269,0.4187001583687509,-0.0018384290952151332,-0.0019160797333896051,7.765063817447189e-05,-0.006006674082313682,0.9748690768685238,0.0018384290952151332,0.0019160797333896051,-7.765063817447189e-05,0.006006674082313682,0.9748690768685238,-7.359954901214124,-8.187445526684197,0.8274906254700731,0.5127919911012235,0.0037610875651814995,0.0,0.0,0.0,,
P26,0,0,p11 x Alpha_mean,0.3504279202068583,0.3504279202068583,,0.125,0.0,0.125,0.3110855084191276,0.09426914703651273,0.22536639212560114,0.27676035854072806,-0.05139396641512692,-0.009566184649610678,0.9599862888364576,2.276353934707288,2.3695974393486643,-0.09324350464137643,-0.23692992213570632,0.20744647963278534,3.070856586066637,2.8913911625806628,0.17946542348597427,0.4251390433815351,0.019181461077013795,-0.0016700057049321925,-0.0014562137026244558,-0.00021379200230773666,-0.08477970837395293,0.6560092091916793,0.0016700057049321925,0.0014562137026244558,0.00021379200230773666,0.08477970837395293,0.6560092091916793,-7.055794969369611,-7.222298886279696,0.16650391691008526,0.1568409343715239,0.4078453205840992,0.0,0.0,0.0,,
P3,1,1,p01 x Alpha_peak,0.36646033233188147,0.36646033233188147,0.04639300727634322,0.25,0.045454545454545456,0.20454545454545453,0.1861385257720256,0.3247008132404729,0.16552716362033004,0.32863143588199006,-0.16310427226166002,-0.11818385324015006,0.5339418788527488,2.694837318344197,2.256582178177762,0.43825514016643474,0.12569521690767518,0.508073795325686,2.3629889679434504,2.7063246580512628,-0.3433356901078124,-0.2551724137931034,0.1735442551180174,-0.005978107497070512,-0.0038304419174858763,-0.002147665579584636,-0.03314794215795328,0.8619506877791012,0.005978107497070512,0.0038304419174858763,0.002147665579584636,0.03314794215795328,0.8619506877791012,-7.806007969494194,-7.4195017978413125,-0.3865061716528819,-0.1546162402669633,0.4146108974372142,0.0,0.0,0.0,,
P4,1,8,p00 x Beta_mean,0.42998109451143374,0.42998109451143374,0.04723644472640068,0.0,0.09090909090909091,-0.09090909090909091,0.0,1.0,0.29476695884629445,0.2714563841552049,0.023310574691089547,-0.02981421756128294,0.8757217918678257,2.558388953305662,3.282300607167628,-0.7239116538619661,0.2654060066740823,0.15634031344449362,2.8160661187540503,2.4763955748213724,0.3396705439326779,0.08387096774193549,0.6594749201050074,-0.018025254701565477,-0.019989713312157417,0.0019644586105919404,-0.10835465636078204,0.5687134560377977,0.018025254701565477,0.019989713312157417,-0.0019644586105919404,0.10835465636078204,0.5687134560377977,-7.465905646723888,-7.770921357811053,0.3050157110871652,0.11813125695216908,0.5341252028753448,0.0,0.0,0.0,,
P5,1,1,p00 x Alpha_peak,-0.3759530550820786,0.3759530550820786,0.04061053825800337,0.0,0.09090909090909091,-0.09090909090909091,-0.24702263287735968,0.18817014568480467,0.1725683792131109,0.18145094193998107,-0.008882562726870158,0.14595616955374333,0.44153673219372586,3.3695478852272847,2.7087414973092154,0.6608063879180692,0.2609566184649611,0.16366337442602302,2.2697631668734326,2.448984289373544,-0.17922112250011146,-0.005561735261401557,0.976730107758198,-0.004358778596376875,-0.002730353953014741,-0.0016284246433621338,-0.20845383759733035,0.26897217902440934,0.004358778596376875,0.002730353953014741,0.0016284246433621338,0.20845383759733035,0.26897217902440934,-7.189011015916612,-7.605103499684165,0.41609248376755303,0.31835372636262516,0.08643062535260247,0.0,0.0,0.0,,
P6,0,0,p01 x Alpha_mean,-0.33574517068146886,0.33574517068146886,,0.0,0.0,0.0,,,0.2590486438657195,0.3382824757354771,-0.07923383186975758,-0.09410456062291435,0.6208609916262411,2.192552958803615,2.3562661230625426,-0.1637131642589278,-0.09499443826473859,0.6175475919174654,2.7431941209289823,2.914117087517383,-0.1709229665884009,-0.21690767519466073,0.24959160758351137,-0.0019392824286214498,-0.0016713260820086404,-0.0002679563466128094,-0.037379019032056225,0.8445302134489221,0.0019392824286214498,0.0016713260820086404,0.0002679563466128094,0.037379019032056225,0.8445302134489221,-8.191682783007632,-7.276571932576923,-0.9151108504307093,-0.21245828698553948,0.2596736276130158,0.0,0.0,0.0,,
P7,0,0,p10 x Gamma_mean,0.32930060678455714,0.32930060678455714,,0.125,0.18181818181818182,-0.05681818181818182,0.07750273596663335,0.683952493244781,0.07055817416343929,0.13049999406044652,-0.059941819897007226,-0.29052469093696937,0.11936038572895492,3.998976001027963,2.9884751909965646,1.0105008100313984,0.21112347052280311,0.2627494602289409,2.1650899486959005,2.218611186508159,-0.05352123781225826,-0.20222469410456062,0.28386083333448403,-0.035874837635709055,-0.04178255133225781,0.005907713696548758,0.2596218020022247,0.1659071671041031,0.035874837635709055,0.04178255133225781,-0.005907713696548758,-0.2596218020022247,0.1659071671041031,-8.093742871527553,-8.272588357108585,0.1788454855810322,-0.024249165739710785,0.8987876795986027,0.0,0.0,0.0,,
P8,1,6,p11 x Beta_mean,-0.507355916607751,0.507355916607751,0.022477991930352777,0.125,0.09090909090909091,0.03409090909090909,0.08344140810470113,0.6611155674223077,0.2677717764002718,0.2269318702287249,0.04083990617154687,0.031382153120265835,0.8692402105808851,3.440675408049739,2.559004928445267,0.8816704796044719,-0.11012235817575085,0.5623853600295885,2.834800587795271,2.6397463640363426,0.19505422375892856,0.33615127919911014,0.06933876905332936,-0.03645414747850527,-0.01997683252101944,-0.01647731495748583,-0.2961067853170189,0.11210685578908954,0.03645414747850527,0.04212959873137956,-0.005675451252874289,0.18264738598442715,0.3340184714730011,-7.385585652708041,-7.893549626541577,0.5079639738335358,0.27252502780867627,0.14511690303807867,0.0,0.13636363636363635,-0.13636363636363635,-0.23748708460568785,0.20634833939987468
P9,1,1,p11 x Beta_peak,0.3676429911111425,0.3676429911111425,0.045638792047226324,0.125,0.09090909090909091,0.03409090909090909,0.13478996693836337,0.4776076633482802,0.21703941041565405,0.3544600365630732,-0.13742062614741912,-0.40930340133453097,0.024703444402777063,2.5467729565341317,2.4858072636737227,0.06096569286040898,-0.08654060066740822,0.6493135407818301,2.761050698055898,2.965217737036349,-0.20416703898045085,-0.28453837597330367,0.12751923653590713,-0.030833591948736763,-0.041044154607349025,0.010210562658612261,0.07185761957730812,0.7059172540757829,0.030833591948736763,0.041044154607349025,-0.010210562658612261,-0.07185761957730812,0.7059172540757829,-7.24940734376535,-7.205878816490671,-0.04352852727467926,-0.28409343715239155,0.1281416150973709,0.0,0.0,0.0,,
